ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP, Sales ,OutletID,Date,OutletSize,LocationType,OutletType
FDT49,7.00,Low Fat,0.25,Canned,106.23,1062280.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDC56,7.72,Low Fat,0.12,Fruits and Vegetables,120.24,1202440.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDR13,,Regular,0.03,Canned,116.45,1164492.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDQ60,6.20,Regular,0.11,Baking Goods,120.41,1204098.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDN38,6.62,Regular,0.09,Canned,248.74,2487408.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
NCL29,9.70,Low Fat,0.11,Health and Hygiene,157.86,1578604.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDO13,,Low Fat,0.06,Breakfast,164.05,1640526.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDE26,9.30,Low Fat,0.09,Canned,143.88,1438786.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDA31,7.10,Low Fat,0.18,Fruits and Vegetables,172.81,1728080.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDX14,13.10,Low Fat,0.07,Dairy,75.34,753354.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDA34,11.50,Low Fat,0.01,Starchy Foods,174.11,1741080.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDF26,6.83,Regular,0.05,Canned,153.10,1530998.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDE38,6.52,Low Fat,0.04,Canned,166.58,1665842.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
DRI11,8.26,Low Fat,0.03,Hard Drinks,113.58,1135834.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDQ60,,Regular,0.11,Baking Goods,118.51,1185098.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDL21,,Regular,0.01,Snack Foods,39.35,393480.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
DRC12,,Low Fat,0.04,Soft Drinks,192.02,1920188.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDC47,15.00,Low Fat,0.12,Snack Foods,227.97,2279694.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDE57,9.60,Low Fat,0.04,Fruits and Vegetables,140.02,1400154.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDT14,10.70,Regular,0.13,Dairy,120.34,1203440.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCZ53,9.60,Low Fat,0.02,Health and Hygiene,189.62,1896214.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDE28,9.50,Regular,0.13,Frozen Foods,230.17,2301668.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDR19,13.50,Regular,0.16,Fruits and Vegetables,144.21,1442102.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCF54,,Low Fat,0.08,Household,173.74,1737422.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDZ08,12.50,Regular,0.11,Fruits and Vegetables,81.16,811592.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
NCJ05,18.70,Low Fat,0.05,Health and Hygiene,154.27,1542682.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDF59,12.50,Low Fat,0.07,Starchy Foods,127.10,1271020.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
NCO05,7.27,Low Fat,0.05,Health and Hygiene,100.44,1004384.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDW24,6.80,Low Fat,0.04,Baking Goods,49.50,495034.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCX42,6.36,Low Fat,0.01,Household,166.15,1661526.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCA53,11.40,LF,0.01,Health and Hygiene,48.20,482034.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDI45,,Low Fat,0.07,Fruits and Vegetables,177.01,1770054.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDG46,8.63,Regular,0.03,Snack Foods,112.95,1129518.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDM20,10.00,Low Fat,0.06,Fruits and Vegetables,243.31,2433144.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDW11,12.60,Low Fat,0.08,Breads,61.62,616194.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDX08,12.85,Low Fat,0.02,Fruits and Vegetables,179.23,1792318.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCK17,11.00,Low Fat,0.04,Health and Hygiene,40.65,406480.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDK32,16.25,Regular,0.05,Fruits and Vegetables,151.57,1515682.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCA42,6.97,Low Fat,0.03,Household,159.46,1594604.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
DRI01,7.97,Low Fat,0.03,Soft Drinks,170.74,1707422.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCL55,12.15,LF,0.00,Others,254.00,2540040.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
DRE25,15.35,Low Fat,0.07,Soft Drinks,94.41,944120.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDD14,20.70,Low Fat,0.17,Canned,183.53,1835266.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDB10,10.00,Low Fat,0.07,Snack Foods,235.56,2355590.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
DRN11,7.85,Low Fat,0.16,Hard Drinks,145.04,1450444.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDP38,10.10,Low Fat,0.03,Canned,50.90,509008.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCA30,19.00,Low Fat,0.13,Household,188.69,1886872.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDT15,12.15,reg,0.04,Meat,184.70,1846950.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCP55,14.65,Low Fat,0.01,Others,57.06,570614.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDF12,8.24,Low Fat,0.08,Baking Goods,148.51,1485076.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDM21,20.20,Low Fat,0.06,Snack Foods,256.26,2562646.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDX56,17.10,Regular,0.07,Fruits and Vegetables,205.86,2058638.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDF10,15.50,Regular,0.16,Snack Foods,145.44,1454418.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDT32,19.00,Regular,0.07,Fruits and Vegetables,189.62,1896214.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDM51,11.80,Regular,0.03,Meat,101.27,1012674.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCR50,20.20,Low Fat,0.01,Household,154.43,1544340.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDI19,15.10,Low Fat,0.05,Meat,242.45,2424512.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDX21,7.05,Low Fat,0.09,Snack Foods,107.89,1078912.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDR31,6.46,Regular,0.05,Fruits and Vegetables,145.31,1453102.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDY02,8.95,Regular,0.09,Dairy,261.19,2611910.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
NCA29,10.50,Low Fat,0.00,Household,170.61,1706106.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCX17,21.25,Low Fat,0.11,Health and Hygiene,231.73,2317300.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDM12,16.70,Regular,0.07,Baking Goods,190.32,1903214.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDI53,,Regular,0.14,Frozen Foods,160.42,1604236.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
NCU30,5.11,Low Fat,0.00,Household,164.12,1641210.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDC56,,Low Fat,0.12,Fruits and Vegetables,121.04,1210440.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDK27,11.00,Low Fat,0.01,Meat,123.08,1230756.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCK18,9.60,Low Fat,0.01,Household,166.42,1664184.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDB52,,Low Fat,0.05,Dairy,257.57,2575672.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
DRG25,,Low Fat,0.02,Soft Drinks,188.32,1883240.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDZ13,7.84,reg,0.15,Canned,51.94,519350.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDB57,,Regular,0.03,Fruits and Vegetables,223.58,2235772.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDR40,9.10,Regular,0.01,Frozen Foods,82.56,825618.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
NCO14,,Low Fat,0.05,Household,44.71,447086.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
NCN19,13.10,Low Fat,0.01,Others,190.75,1907530.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDQ28,,Regular,0.11,Frozen Foods,155.07,1550656.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDO13,7.87,Low Fat,0.06,Breakfast,164.85,1648526.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDK48,7.45,Low Fat,0.00,Baking Goods,77.24,772354.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDU07,11.10,Low Fat,0.06,Fruits and Vegetables,152.54,1525366.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDW20,20.75,Low Fat,0.00,Fruits and Vegetables,123.37,1233730.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDV12,16.70,Regular,0.10,Baking Goods,98.74,987384.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDH24,20.70,Low Fat,0.02,Baking Goods,158.23,1582288.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDV59,13.35,Low Fat,0.05,Breads,216.02,2160166.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDK57,10.20,Low Fat,0.08,Snack Foods,120.14,1201440.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDL16,,Low Fat,0.17,Frozen Foods,45.51,455060.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
NCQ17,10.30,Low Fat,0.12,Health and Hygiene,155.46,1554630.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDJ15,11.35,Regular,0.02,Dairy,185.16,1851608.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDX24,8.36,Low Fat,0.00,Baking Goods,93.55,935462.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDT47,5.26,Regular,0.00,Breads,96.31,963068.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDT10,16.70,Regular,0.06,Snack Foods,60.86,608562.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDZ37,8.10,Regular,0.02,Canned,87.72,877198.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDW43,,Regular,0.02,Fruits and Vegetables,229.50,2295036.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
DRN36,15.20,Low Fat,0.05,Soft Drinks,95.58,955752.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDJ14,10.30,Regular,0.05,Canned,80.60,805960.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDA32,14.00,Low Fat,0.03,Fruits and Vegetables,217.42,2174192.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDJ38,,Regular,0.07,Canned,190.05,1900530.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDQ57,7.28,Low Fat,0.00,Snack Foods,146.78,1467760.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCQ41,,Low Fat,0.00,Health and Hygiene,193.58,1935794.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDG56,13.30,Regular,0.07,Fruits and Vegetables,59.95,599536.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
DRC13,,Regular,0.03,Soft Drinks,123.97,1239730.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDV55,17.75,Low Fat,0.06,Fruits and Vegetables,144.54,1445444.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDQ49,20.20,Regular,0.00,Breakfast,157.36,1573630.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDE29,8.91,Low Fat,0.24,Frozen Foods,60.49,604878.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDR03,15.70,Regular,0.00,Meat,205.80,2057980.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDD45,8.62,Low Fat,0.00,Fruits and Vegetables,92.94,929436.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDN38,6.62,Regular,0.15,Canned,249.74,2497408.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDT56,16.00,Regular,0.12,Fruits and Vegetables,58.12,581246.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDT48,4.92,low fat,0.05,Baking Goods,200.01,2000084.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDU03,18.70,Regular,0.09,Meat,180.83,1808292.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDC56,7.72,LF,0.20,Fruits and Vegetables,118.94,1189440.00,OUT010,6/20/1905,,Tier 3,Grocery Store
NCO43,,Low Fat,0.05,Others,99.30,993016.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDQ27,5.19,Regular,0.04,Meat,101.70,1016990.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDR03,15.70,Regular,0.01,Meat,206.00,2059980.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
DRH23,14.65,Low Fat,0.29,Hard Drinks,54.16,541614.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDG22,17.60,Regular,0.04,Snack Foods,38.12,381190.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCJ42,19.75,Low Fat,0.01,Household,103.83,1038332.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDR24,17.35,Regular,0.06,Baking Goods,90.58,905830.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDW60,5.44,Regular,0.02,Baking Goods,176.04,1760370.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDJ08,11.10,Low Fat,0.11,Fruits and Vegetables,190.08,1900846.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
DRL59,16.75,Low Fat,0.02,Hard Drinks,52.23,522298.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDG60,20.35,Low Fat,0.10,Baking Goods,232.76,2327616.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDW27,5.86,Regular,0.00,Meat,155.93,1559314.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDX14,13.10,Low Fat,0.08,Dairy,77.14,771354.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDC20,10.65,Low Fat,0.02,Fruits and Vegetables,56.03,560272.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
NCS29,9.00,Low Fat,0.07,Health and Hygiene,263.69,2636884.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDJ56,8.99,Low Fat,0.18,Fruits and Vegetables,100.47,1004700.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDB20,,Low Fat,0.09,Fruits and Vegetables,77.10,770986.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDL28,,Regular,0.06,Frozen Foods,228.67,2286668.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDW01,14.50,Low Fat,0.06,Canned,151.77,1517682.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDL03,19.25,Regular,0.03,Meat,197.61,1976110.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDX22,6.79,Regular,0.02,Snack Foods,209.19,2091928.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDJ21,16.70,Regular,0.04,Snack Foods,144.61,1446102.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDR31,6.46,Regular,0.05,Fruits and Vegetables,147.61,1476102.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDG21,17.35,Regular,0.15,Seafood,151.51,1515050.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDS22,,Regular,0.02,Snack Foods,42.64,426428.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDK08,9.20,Regular,0.12,Fruits and Vegetables,99.40,994016.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDE17,20.10,Regular,0.05,Frozen Foods,151.74,1517366.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCN30,16.35,Low Fat,0.02,Household,95.84,958410.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDT50,6.75,Regular,0.11,Dairy,97.28,972752.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
NCX42,6.36,Low Fat,0.01,Household,163.65,1636526.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDJ12,8.90,Regular,0.04,Baking Goods,207.83,2078296.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCA18,,Low Fat,0.06,Household,117.45,1174492.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDP23,,Low Fat,0.06,Breads,217.42,2174166.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDX12,18.20,reg,0.00,Baking Goods,241.42,2414196.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDN40,5.88,Low Fat,0.09,Frozen Foods,152.80,1527998.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDV48,9.20,Regular,0.05,Baking Goods,77.86,778644.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCY54,8.43,Low Fat,0.18,Household,171.94,1719422.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDL16,12.85,Low Fat,0.28,Frozen Foods,46.01,460060.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDR45,10.80,Low Fat,0.03,Snack Foods,240.02,2400222.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDJ52,7.15,Low Fat,0.02,Frozen Foods,161.06,1610578.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
DRG01,14.80,Low Fat,0.05,Soft Drinks,77.17,771670.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDP52,18.70,Regular,0.07,Frozen Foods,231.20,2312010.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDU58,6.61,Regular,0.03,Snack Foods,186.59,1865898.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDL02,20.00,Regular,0.10,Canned,105.56,1055622.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDG28,9.29,Regular,0.05,Frozen Foods,244.11,2441144.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDA19,7.52,Low Fat,0.06,Fruits and Vegetables,128.80,1287994.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDW46,,Regular,0.07,Snack Foods,66.45,664484.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
NCD43,8.85,Low Fat,0.02,Household,103.20,1031964.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
DRG39,14.15,Low Fat,0.04,Dairy,51.80,517982.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
NCF55,6.68,Low Fat,0.02,Household,35.59,355874.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDJ07,7.26,LF,0.01,Meat,118.02,1180150.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDE08,18.20,LF,0.05,Fruits and Vegetables,150.07,1500734.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDP56,,Low Fat,0.08,Fruits and Vegetables,49.67,496692.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDT45,15.85,Low Fat,0.06,Snack Foods,53.30,532956.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDF17,5.19,Low Fat,0.04,Frozen Foods,195.01,1950110.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDX44,9.30,Low Fat,0.04,Fruits and Vegetables,87.72,877172.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDM28,,Low Fat,0.04,Frozen Foods,179.87,1798660.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDI36,12.50,Regular,0.06,Baking Goods,197.94,1979426.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDS07,12.35,Low Fat,0.10,Fruits and Vegetables,115.25,1152518.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDD36,13.30,Low Fat,0.02,Baking Goods,117.71,1177124.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDW11,12.60,Low Fat,0.05,Breads,60.52,605194.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDN40,5.88,Low Fat,0.09,Frozen Foods,154.50,1544998.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
NCQ18,15.75,Low Fat,0.14,Household,97.87,978700.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
NCQ54,17.70,Low Fat,0.01,Household,166.55,1665474.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCS42,8.60,Low Fat,0.07,Household,91.51,915146.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
DRH39,20.70,Low Fat,0.16,Dairy,75.87,758670.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDC09,,Regular,0.03,Fruits and Vegetables,103.73,1037332.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDT08,13.65,Low Fat,0.08,Fruits and Vegetables,150.81,1508050.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDC08,19.00,Regular,0.00,Fruits and Vegetables,225.27,2252720.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDT20,10.50,Low Fat,0.04,Fruits and Vegetables,37.32,373164.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDS35,9.30,Low Fat,0.11,Breads,64.08,640826.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDX58,13.15,Low Fat,0.04,Snack Foods,182.30,1822950.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDW58,20.75,Low Fat,0.00,Snack Foods,105.96,1059622.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
DRD27,18.75,Low Fat,0.00,Dairy,99.30,993042.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDH32,,Low Fat,0.13,Fruits and Vegetables,97.64,976410.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDS26,20.35,Low Fat,0.09,Dairy,262.76,2627594.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDQ31,5.79,Regular,0.05,Fruits and Vegetables,86.89,868856.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDP11,15.85,Low Fat,0.07,Breads,219.62,2196166.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDD58,7.76,Low Fat,0.06,Snack Foods,99.47,994700.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDM33,15.60,Low Fat,0.09,Snack Foods,218.38,2183798.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDZ16,16.85,Regular,0.16,Frozen Foods,195.75,1957478.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
NCS29,9.00,LF,0.12,Health and Hygiene,264.69,2646884.00,OUT010,6/20/1905,,Tier 3,Grocery Store
NCM18,,Low Fat,0.15,Household,60.02,600194.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDP11,15.85,Low Fat,0.07,Breads,219.52,2195166.00,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
NCC42,15.00,Low Fat,0.05,Health and Hygiene,141.38,1413838.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
DRM23,16.60,Low Fat,0.14,Hard Drinks,172.74,1727422.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
NCN55,,Low Fat,0.06,Others,239.35,2393538.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDK46,9.60,Low Fat,0.05,Snack Foods,258.16,2581620.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDR01,5.41,Regular,0.05,Canned,198.77,1987742.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
NCA05,20.75,Low Fat,0.03,Health and Hygiene,150.27,1502734.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCP43,17.75,Low Fat,0.03,Others,178.07,1780660.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDR12,12.60,Regular,0.05,Baking Goods,170.38,1703764.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDQ01,19.70,Regular,0.16,Canned,256.40,2564014.00,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDM13,6.43,Low Fat,0.06,Breakfast,131.26,1312626.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDQ19,7.35,Regular,0.01,Fruits and Vegetables,242.95,2429512.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDK56,,Low Fat,0.23,Fruits and Vegetables,186.09,1860898.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
NCX06,17.60,LF,0.03,Household,182.70,1826976.00,OUT010,6/20/1905,,Tier 3,Grocery Store
FDO56,,Regular,0.04,Fruits and Vegetables,118.88,1188808.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDU45,15.60,Regular,0.04,Snack Foods,112.65,1126518.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDI16,,Regular,0.24,Frozen Foods,54.96,549640.00,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDL32,15.70,Regular,0.12,Fruits and Vegetables,113.05,1130544.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDA07,7.55,Regular,0.03,Fruits and Vegetables,123.51,1235072.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDA14,16.10,Low Fat,0.07,Dairy,147.18,1471760.00,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDV46,,Low Fat,0.01,Snack Foods,139.92,1399180.00,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
NCO07,9.06,Low Fat,0.01,Others,212.86,2128560.00,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCP41,16.60,Low Fat,0.02,Health and Hygiene,105.86,1058596.00,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDY60,10.50,Regular,0.03,Baking Goods,141.91,1419128.00,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDN38,6.62,reg,0.09,Canned,251.04,2510408.00,OUT017,6/29/1905,,Tier 2,Supermarket Type1
