Store,Date, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
11.00,17-02-2012," 1,569,607.94 ",0,52.77,3.51,223.92,6.83
11.00,24-02-2012," 1,379,473.03 ",0,61.11,3.56,224.13,6.83
11.00,2/3/2012," 1,438,383.44 ",0,62.61,3.63,224.35,6.83
11.00,9/3/2012," 1,413,382.76 ",0,61.44,3.67,224.56,6.83
11.00,16-03-2012," 1,441,884.28 ",0,64.21,3.73,224.72,6.83
11.00,23-03-2012," 1,300,593.61 ",0,67.16,3.79,224.79,6.83
11.00,30-03-2012," 1,300,104.03 ",0,70.23,3.85,224.87,6.83
11.00,6/4/2012," 1,596,325.01 ",0,74.19,3.89,224.94,6.66
11.00,13-04-2012," 1,472,752.01 ",0,72.74,3.89,225.01,6.66
11.00,20-04-2012," 1,315,356.99 ",0,71.97,3.88,225.07,6.66
11.00,27-04-2012," 1,236,238.29 ",0,73.40,3.81,225.12,6.66
11.00,4/5/2012," 1,370,251.22 ",0,79.07,3.75,225.18,6.66
11.00,11/5/2012," 1,300,147.07 ",0,75.13,3.69,225.24,6.66
11.00,18-05-2012," 1,352,442.31 ",0,72.53,3.63,225.25,6.66
11.00,25-05-2012," 1,297,335.87 ",0,78.44,3.56,225.25,6.66
11.00,1/6/2012," 1,361,595.33 ",0,81.67,3.50,225.25,6.66
11.00,8/6/2012," 1,414,343.53 ",0,82.10,3.45,225.25,6.66
11.00,15-06-2012," 1,417,875.42 ",0,84.97,3.39,225.26,6.66
11.00,22-06-2012," 1,355,680.30 ",0,83.26,3.35,225.31,6.66
11.00,29-06-2012," 1,297,028.60 ",0,87.86,3.29,225.35,6.66
11.00,6/7/2012," 1,461,129.94 ",0,83.44,3.23,225.39,6.33
11.00,13-07-2012," 1,320,239.51 ",0,82.46,3.26,225.43,6.33
11.00,20-07-2012," 1,344,483.81 ",0,82.41,3.31,225.44,6.33
11.00,27-07-2012," 1,272,395.02 ",0,85.43,3.41,225.45,6.33
11.00,3/8/2012," 1,399,341.07 ",0,86.94,3.42,225.46,6.33
11.00,10/8/2012," 1,388,973.65 ",0,86.21,3.49,225.47,6.33
11.00,17-08-2012," 1,421,307.20 ",0,87.73,3.57,225.56,6.33
11.00,24-08-2012," 1,409,515.73 ",0,83.17,3.62,225.69,6.33
11.00,31-08-2012," 1,372,872.35 ",0,86.49,3.64,225.83,6.33
11.00,7/9/2012," 1,304,584.40 ",1,85.17,3.73,225.97,6.33
11.00,14-09-2012," 1,267,675.05 ",0,79.61,3.72,226.11,6.33
11.00,21-09-2012," 1,326,132.98 ",0,73.64,3.72,226.32,6.33
11.00,28-09-2012," 1,227,430.73 ",0,77.67,3.67,226.52,6.33
11.00,5/10/2012," 1,422,794.26 ",0,73.37,3.62,226.72,6.03
11.00,12/10/2012," 1,311,965.09 ",0,69.94,3.60,226.92,6.03
11.00,19-10-2012," 1,232,073.18 ",0,73.77,3.59,226.97,6.03
11.00,26-10-2012," 1,200,729.45 ",0,74.26,3.51,226.99,6.03
12.00,5/2/2010," 1,100,046.37 ",0,49.47,2.96,126.44,13.98
12.00,12/2/2010," 1,117,863.33 ",1,47.87,2.95,126.50,13.98
12.00,19-02-2010," 1,095,421.65 ",0,54.83,2.92,126.53,13.98
12.00,26-02-2010," 1,048,617.17 ",0,50.23,2.83,126.55,13.98
12.00,5/3/2010," 1,077,018.27 ",0,53.77,2.99,126.58,13.98
12.00,12/3/2010," 985,594.23 ",0,50.11,2.93,126.60,13.98
12.00,19-03-2010," 972,088.34 ",0,59.57,3.05,126.61,13.98
12.00,26-03-2010," 981,615.81 ",0,60.06,3.08,126.61,13.98
12.00,2/4/2010," 1,011,822.30 ",0,59.84,3.09,126.60,14.10
12.00,9/4/2010," 1,041,238.87 ",0,59.25,3.09,126.60,14.10
12.00,16-04-2010," 957,997.52 ",0,64.95,3.11,126.56,14.10
12.00,23-04-2010," 993,833.44 ",0,64.55,3.05,126.47,14.10
12.00,30-04-2010," 954,220.22 ",0,67.38,3.11,126.38,14.10
12.00,7/5/2010," 1,043,240.27 ",0,70.15,3.13,126.29,14.10
12.00,14-05-2010," 966,054.97 ",0,68.44,3.15,126.21,14.10
12.00,21-05-2010," 958,374.56 ",0,76.20,3.12,126.18,14.10
12.00,28-05-2010," 955,451.16 ",0,67.84,3.06,126.16,14.10
12.00,4/6/2010," 1,049,357.36 ",0,81.39,2.94,126.14,14.10
12.00,11/6/2010," 1,016,039.71 ",0,90.84,2.95,126.11,14.10
12.00,18-06-2010," 956,211.20 ",0,81.06,3.04,126.11,14.10
12.00,25-06-2010," 958,007.69 ",0,87.27,3.08,126.13,14.10
12.00,2/7/2010," 951,957.31 ",0,91.98,3.11,126.14,14.18
12.00,9/7/2010," 943,506.28 ",0,90.37,3.10,126.15,14.18
12.00,16-07-2010," 916,402.76 ",0,97.18,3.09,126.15,14.18
12.00,23-07-2010," 912,403.67 ",0,99.22,3.11,126.13,14.18
12.00,30-07-2010," 913,548.25 ",0,96.31,3.02,126.11,14.18
12.00,6/8/2010," 967,576.95 ",0,92.95,3.12,126.09,14.18
12.00,13-08-2010," 928,264.40 ",0,87.01,3.16,126.06,14.18
12.00,20-08-2010," 948,447.34 ",0,92.81,3.04,126.08,14.18
12.00,27-08-2010," 1,004,516.46 ",0,93.19,3.13,126.09,14.18
12.00,3/9/2010," 1,075,758.55 ",0,83.12,3.09,126.10,14.18
12.00,10/9/2010," 903,119.03 ",1,83.63,3.04,126.11,14.18
12.00,17-09-2010," 852,882.61 ",0,82.45,3.03,126.15,14.18
12.00,24-09-2010," 851,919.34 ",0,81.77,2.94,126.19,14.18
12.00,1/10/2010," 850,936.26 ",0,85.20,3.00,126.23,14.31
12.00,8/10/2010," 918,335.68 ",0,71.82,3.01,126.28,14.31
12.00,15-10-2010," 862,419.84 ",0,75.00,2.98,126.33,14.31
12.00,22-10-2010," 857,883.46 ",0,68.85,3.01,126.38,14.31
12.00,29-10-2010," 955,294.70 ",0,61.09,3.02,126.44,14.31
12.00,5/11/2010," 929,690.71 ",0,65.49,3.13,126.49,14.31
12.00,12/11/2010," 942,475.24 ",0,57.79,3.13,126.55,14.31
12.00,19-11-2010," 894,493.70 ",0,58.18,3.16,126.61,14.31
12.00,26-11-2010," 1,601,377.41 ",1,47.66,3.16,126.67,14.31
12.00,3/12/2010," 1,069,533.17 ",0,43.33,3.04,126.73,14.31
12.00,10/12/2010," 1,121,934.15 ",0,50.01,3.20,126.79,14.31
12.00,17-12-2010," 1,295,605.35 ",0,52.77,3.24,126.88,14.31
12.00,24-12-2010," 1,768,249.89 ",0,52.02,3.24,126.98,14.31
12.00,31-12-2010," 891,736.91 ",1,45.64,3.15,127.09,14.31
12.00,7/1/2011," 910,110.24 ",0,37.64,3.29,127.19,14.02
12.00,14-01-2011," 812,011.80 ",0,43.15,3.31,127.30,14.02
12.00,21-01-2011," 802,105.50 ",0,53.53,3.22,127.44,14.02
12.00,28-01-2011," 873,119.06 ",0,50.74,3.34,127.58,14.02
12.00,4/2/2011," 1,046,068.17 ",0,45.14,3.35,127.72,14.02
12.00,11/2/2011," 1,086,421.57 ",1,51.30,3.38,127.86,14.02
12.00,18-02-2011," 1,128,485.10 ",0,53.35,3.43,128.00,14.02
12.00,25-02-2011," 1,046,203.72 ",0,48.45,3.53,128.13,14.02
12.00,4/3/2011," 1,085,248.21 ",0,51.72,3.67,128.26,14.02
12.00,11/3/2011," 997,672.62 ",0,57.75,3.82,128.40,14.02
12.00,18-03-2011," 1,009,502.01 ",0,64.21,3.69,128.51,14.02
12.00,25-03-2011," 954,107.32 ",0,54.40,3.91,128.62,14.02
12.00,1/4/2011," 1,005,463.49 ",0,63.63,3.77,128.72,13.74
12.00,8/4/2011," 998,362.05 ",0,64.47,4.00,128.82,13.74
12.00,15-04-2011," 990,951.77 ",0,57.63,3.87,128.91,13.74
12.00,22-04-2011," 1,016,019.47 ",0,72.12,4.13,128.96,13.74
12.00,29-04-2011," 994,966.10 ",0,68.27,4.15,129.00,13.74
12.00,6/5/2011," 1,021,154.48 ",0,68.40,4.19,129.04,13.74
12.00,13-05-2011," 977,033.50 ",0,70.93,4.20,129.09,13.74
12.00,20-05-2011," 924,134.99 ",0,66.59,4.17,129.08,13.74
12.00,27-05-2011," 964,332.51 ",0,76.67,4.09,129.06,13.74
12.00,3/6/2011," 970,328.68 ",0,71.81,4.03,129.05,13.74
12.00,10/6/2011," 996,937.95 ",0,78.72,3.98,129.04,13.74
12.00,17-06-2011," 986,504.93 ",0,86.84,3.94,129.04,13.74
12.00,24-06-2011," 997,282.75 ",0,88.95,3.90,129.07,13.74
12.00,1/7/2011," 961,993.34 ",0,89.85,3.84,129.09,13.50
12.00,8/7/2011," 943,717.38 ",0,89.90,3.71,129.11,13.50
12.00,15-07-2011," 936,001.98 ",0,88.10,3.69,129.13,13.50
12.00,22-07-2011," 922,231.92 ",0,91.17,3.79,129.15,13.50
12.00,29-07-2011," 890,547.07 ",0,93.29,3.81,129.17,13.50
12.00,5/8/2011," 988,712.52 ",0,90.61,3.80,129.18,13.50
12.00,12/8/2011," 955,913.68 ",0,91.04,3.70,129.20,13.50
12.00,19-08-2011," 966,817.24 ",0,91.74,3.74,129.24,13.50
12.00,26-08-2011," 1,017,593.47 ",0,94.61,3.74,129.28,13.50
12.00,2/9/2011," 1,052,051.45 ",0,93.66,3.80,129.33,13.50
12.00,9/9/2011," 922,850.57 ",1,88.00,3.91,129.37,13.50
12.00,16-09-2011," 889,290.23 ",0,76.36,3.92,129.43,13.50
12.00,23-09-2011," 871,692.74 ",0,82.95,3.79,129.52,13.50
12.00,30-09-2011," 866,401.45 ",0,83.26,3.88,129.61,13.50
12.00,7/10/2011," 951,244.66 ",0,70.44,3.83,129.69,12.89
12.00,14-10-2011," 927,600.01 ",0,67.31,3.81,129.77,12.89
12.00,21-10-2011," 938,604.58 ",0,73.05,3.84,129.78,12.89
12.00,28-10-2011," 990,926.38 ",0,67.41,3.73,129.79,12.89
12.00,4/11/2011," 1,051,944.79 ",0,59.77,3.83,129.81,12.89
12.00,11/11/2011," 1,095,091.53 ",0,48.76,3.82,129.82,12.89
12.00,18-11-2011," 970,641.34 ",0,54.20,3.81,129.83,12.89
12.00,25-11-2011," 1,591,920.42 ",1,53.25,3.62,129.84,12.89
12.00,2/12/2011," 1,071,383.10 ",0,52.50,3.70,129.85,12.89
12.00,9/12/2011," 1,189,646.45 ",0,42.17,3.64,129.86,12.89
12.00,16-12-2011," 1,293,404.18 ",0,43.29,3.60,129.90,12.89
12.00,23-12-2011," 1,617,612.03 ",0,45.40,3.54,129.98,12.89
12.00,30-12-2011," 1,111,638.07 ",1,44.64,3.43,130.07,12.89
12.00,6/1/2012," 945,823.65 ",0,50.43,3.60,130.16,12.19
12.00,13-01-2012," 865,467.86 ",0,48.07,3.66,130.24,12.19
12.00,20-01-2012," 855,922.64 ",0,46.20,3.66,130.28,12.19
12.00,27-01-2012," 888,203.69 ",0,50.43,3.68,130.31,12.19
12.00,3/2/2012," 1,058,767.95 ",0,50.58,3.70,130.35,12.19
12.00,10/2/2012," 1,199,330.85 ",1,52.27,3.72,130.38,12.19
12.00,17-02-2012," 1,240,048.85 ",0,51.80,3.78,130.45,12.19
12.00,24-02-2012," 1,112,034.72 ",0,53.13,3.95,130.55,12.19
12.00,2/3/2012," 1,147,636.96 ",0,52.27,4.18,130.65,12.19
12.00,9/3/2012," 1,113,208.57 ",0,54.54,4.25,130.74,12.19
12.00,16-03-2012," 1,088,498.52 ",0,64.44,4.27,130.83,12.19
12.00,23-03-2012," 1,045,419.87 ",0,56.26,4.04,130.90,12.19
12.00,30-03-2012," 1,025,382.22 ",0,64.36,4.29,130.97,12.19
12.00,6/4/2012," 1,128,765.71 ",0,64.05,4.12,131.04,11.63
12.00,13-04-2012," 1,083,811.19 ",0,64.28,4.25,131.11,11.63
12.00,20-04-2012," 1,006,486.96 ",0,66.73,4.22,131.12,11.63
12.00,27-04-2012," 1,004,252.38 ",0,77.99,4.19,131.13,11.63
12.00,4/5/2012," 1,073,433.69 ",0,76.03,4.17,131.14,11.63
12.00,11/5/2012," 1,041,995.22 ",0,77.27,4.19,131.15,11.63
12.00,18-05-2012," 1,020,486.05 ",0,84.51,4.11,131.10,11.63
12.00,25-05-2012," 991,514.21 ",0,83.84,4.29,131.03,11.63
12.00,1/6/2012," 981,345.20 ",0,78.11,4.28,130.96,11.63
12.00,8/6/2012," 1,086,231.47 ",0,84.83,4.10,130.89,11.63
12.00,15-06-2012," 1,019,555.51 ",0,85.94,4.14,130.83,11.63
12.00,22-06-2012," 981,386.25 ",0,91.61,4.01,130.79,11.63
12.00,29-06-2012," 943,124.74 ",0,90.47,3.88,130.76,11.63
12.00,6/7/2012," 1,014,898.78 ",0,89.13,3.77,130.72,10.93
12.00,13-07-2012," 960,312.75 ",0,95.61,3.72,130.68,10.93
12.00,20-07-2012," 941,550.34 ",0,85.53,3.73,130.70,10.93
12.00,27-07-2012," 916,967.92 ",0,93.47,3.77,130.72,10.93
12.00,3/8/2012," 958,667.23 ",0,88.16,3.76,130.74,10.93
12.00,10/8/2012," 984,689.90 ",0,95.91,3.81,130.76,10.93
12.00,17-08-2012," 1,005,003.12 ",0,94.87,4.00,130.79,10.93
12.00,24-08-2012," 1,048,101.39 ",0,85.32,4.06,130.84,10.93
12.00,31-08-2012," 1,061,943.49 ",0,89.78,4.09,130.89,10.93
12.00,7/9/2012," 955,146.04 ",1,88.52,4.12,130.93,10.93
12.00,14-09-2012," 885,892.37 ",0,83.64,4.13,130.98,10.93
12.00,21-09-2012," 922,735.37 ",0,82.97,4.13,131.01,10.93
12.00,28-09-2012," 880,415.67 ",0,81.22,3.97,131.04,10.93
12.00,5/10/2012," 979,825.92 ",0,81.61,3.97,131.08,10.20
12.00,12/10/2012," 934,917.47 ",0,71.74,4.47,131.11,10.20
12.00,19-10-2012," 960,945.43 ",0,68.66,4.45,131.15,10.20
12.00,26-10-2012," 974,697.60 ",0,65.95,4.30,131.19,10.20
13.00,5/2/2010," 1,967,220.53 ",0,31.53,2.67,126.44,8.32
13.00,12/2/2010," 2,030,933.46 ",1,33.16,2.67,126.50,8.32
13.00,19-02-2010," 1,970,274.64 ",0,35.70,2.65,126.53,8.32
13.00,26-02-2010," 1,817,850.32 ",0,29.98,2.67,126.55,8.32
13.00,5/3/2010," 1,939,980.43 ",0,40.65,2.68,126.58,8.32
13.00,12/3/2010," 1,840,686.94 ",0,37.62,2.73,126.60,8.32
13.00,19-03-2010," 1,879,794.89 ",0,42.49,2.78,126.61,8.32
13.00,26-03-2010," 1,882,095.98 ",0,41.48,2.82,126.61,8.32
13.00,2/4/2010," 2,142,482.14 ",0,42.15,2.84,126.60,8.11
13.00,9/4/2010," 1,898,321.33 ",0,38.97,2.88,126.60,8.11
13.00,16-04-2010," 1,819,660.44 ",0,50.39,2.92,126.56,8.11
13.00,23-04-2010," 1,909,330.77 ",0,55.66,2.94,126.47,8.11
13.00,30-04-2010," 1,785,823.37 ",0,48.33,2.94,126.38,8.11
13.00,7/5/2010," 2,005,478.46 ",0,44.42,2.95,126.29,8.11
13.00,14-05-2010," 1,890,273.44 ",0,50.15,2.96,126.21,8.11
13.00,21-05-2010," 1,853,657.60 ",0,57.71,2.95,126.18,8.11
13.00,28-05-2010," 1,877,358.86 ",0,53.11,2.91,126.16,8.11
13.00,4/6/2010," 2,022,705.22 ",0,59.85,2.87,126.14,8.11
13.00,11/6/2010," 2,037,880.96 ",0,65.24,2.84,126.11,8.11
13.00,18-06-2010," 2,003,435.31 ",0,58.41,2.82,126.11,8.11
13.00,25-06-2010," 1,970,340.25 ",0,71.83,2.82,126.13,8.11
13.00,2/7/2010," 2,018,314.71 ",0,78.82,2.81,126.14,7.95
13.00,9/7/2010," 1,870,843.90 ",0,71.33,2.80,126.15,7.95
13.00,16-07-2010," 1,932,231.05 ",0,77.79,2.79,126.15,7.95
13.00,23-07-2010," 1,907,351.20 ",0,82.27,2.80,126.13,7.95
13.00,30-07-2010," 1,817,887.23 ",0,78.94,2.80,126.11,7.95
13.00,6/8/2010," 1,969,121.45 ",0,81.24,2.80,126.09,7.95
13.00,13-08-2010," 1,877,592.55 ",0,74.93,2.84,126.06,7.95
13.00,20-08-2010," 1,997,397.63 ",0,76.34,2.85,126.08,7.95
13.00,27-08-2010," 1,908,278.27 ",0,75.31,2.85,126.09,7.95
13.00,3/9/2010," 1,911,852.58 ",0,65.71,2.87,126.10,7.95
13.00,10/9/2010," 1,772,143.94 ",1,65.74,2.87,126.11,7.95
13.00,17-09-2010," 1,790,279.74 ",0,66.84,2.88,126.15,7.95
13.00,24-09-2010," 1,705,655.09 ",0,68.22,2.87,126.19,7.95
13.00,1/10/2010," 1,765,584.48 ",0,68.74,2.85,126.23,7.80
13.00,8/10/2010," 1,871,924.07 ",0,63.03,2.84,126.28,7.80
13.00,15-10-2010," 1,851,431.06 ",0,54.12,2.85,126.33,7.80
13.00,22-10-2010," 1,796,949.59 ",0,56.89,2.85,126.38,7.80
13.00,29-10-2010," 1,887,895.07 ",0,45.12,2.84,126.44,7.80
13.00,5/11/2010," 1,854,967.66 ",0,49.96,2.83,126.49,7.80
13.00,12/11/2010," 1,939,964.63 ",0,42.55,2.83,126.55,7.80
13.00,19-11-2010," 1,925,393.91 ",0,42.00,2.84,126.61,7.80
13.00,26-11-2010," 2,766,400.05 ",1,28.22,2.83,126.67,7.80
13.00,3/12/2010," 2,083,379.89 ",0,25.80,2.81,126.73,7.80
13.00,10/12/2010," 2,461,468.35 ",0,36.78,2.82,126.79,7.80
13.00,17-12-2010," 2,771,646.81 ",0,35.21,2.84,126.88,7.80
13.00,24-12-2010," 3,595,903.20 ",0,34.90,2.85,126.98,7.80
13.00,31-12-2010," 1,675,292.00 ",1,26.79,2.87,127.09,7.80
13.00,7/1/2011," 1,744,544.39 ",0,16.94,2.89,127.19,7.47
13.00,14-01-2011," 1,682,316.31 ",0,20.60,2.90,127.30,7.47
13.00,21-01-2011," 1,770,177.37 ",0,34.80,2.93,127.44,7.47
13.00,28-01-2011," 1,633,663.12 ",0,31.64,2.96,127.58,7.47
13.00,4/2/2011," 1,848,186.58 ",0,23.35,2.97,127.72,7.47
13.00,11/2/2011," 1,944,438.90 ",1,30.83,3.03,127.86,7.47
13.00,18-02-2011," 2,003,480.59 ",0,40.85,3.06,128.00,7.47
13.00,25-02-2011," 1,831,933.95 ",0,33.17,3.12,128.13,7.47
13.00,4/3/2011," 1,894,960.68 ",0,34.23,3.23,128.26,7.47
13.00,11/3/2011," 1,852,432.58 ",0,41.28,3.35,128.40,7.47
13.00,18-03-2011," 1,852,443.78 ",0,44.69,3.41,128.51,7.47
13.00,25-03-2011," 1,807,545.43 ",0,42.38,3.44,128.62,7.47
13.00,1/4/2011," 1,864,238.64 ",0,42.49,3.49,128.72,7.19
13.00,8/4/2011," 1,887,465.04 ",0,42.75,3.55,128.82,7.19
13.00,15-04-2011," 1,950,994.04 ",0,41.72,3.62,128.91,7.19
13.00,22-04-2011," 2,124,316.34 ",0,47.55,3.66,128.96,7.19
13.00,29-04-2011," 1,895,583.12 ",0,43.85,3.68,129.00,7.19
13.00,6/5/2011," 1,986,380.40 ",0,47.75,3.74,129.04,7.19
13.00,13-05-2011," 1,958,823.56 ",0,52.40,3.77,129.09,7.19
13.00,20-05-2011," 1,860,923.55 ",0,52.12,3.80,129.08,7.19
13.00,27-05-2011," 1,866,369.93 ",0,54.62,3.78,129.06,7.19
13.00,3/6/2011," 1,935,593.87 ",0,52.76,3.75,129.05,7.19
13.00,10/6/2011," 1,997,816.98 ",0,61.39,3.73,129.04,7.19
13.00,17-06-2011," 2,086,433.49 ",0,63.35,3.70,129.04,7.19
13.00,24-06-2011," 2,009,163.08 ",0,66.38,3.67,129.07,7.19
13.00,1/7/2011," 2,048,035.74 ",0,74.29,3.61,129.09,6.88
13.00,8/7/2011," 2,021,699.38 ",0,77.30,3.56,129.11,6.88
13.00,15-07-2011," 1,956,813.31 ",0,75.59,3.55,129.13,6.88
13.00,22-07-2011," 1,987,089.36 ",0,78.50,3.56,129.15,6.88
13.00,29-07-2011," 1,880,785.69 ",0,77.62,3.57,129.17,6.88
13.00,5/8/2011," 2,076,231.80 ",0,75.56,3.60,129.18,6.88
13.00,12/8/2011," 1,970,341.38 ",0,75.95,3.61,129.20,6.88
13.00,19-08-2011," 2,090,340.98 ",0,76.68,3.58,129.24,6.88
13.00,26-08-2011," 2,035,244.54 ",0,81.53,3.57,129.28,6.88
13.00,2/9/2011," 1,953,628.82 ",0,77.00,3.58,129.33,6.88
13.00,9/9/2011," 1,872,921.31 ",1,70.19,3.62,129.37,6.88
13.00,16-09-2011," 1,923,223.82 ",0,67.54,3.64,129.43,6.88
13.00,23-09-2011," 1,847,430.96 ",0,63.60,3.65,129.52,6.88
13.00,30-09-2011," 1,835,662.69 ",0,68.28,3.62,129.61,6.88
13.00,7/10/2011," 2,067,232.56 ",0,60.62,3.59,129.69,6.39
13.00,14-10-2011," 1,929,659.07 ",0,51.74,3.57,129.77,6.39
13.00,21-10-2011," 1,973,544.27 ",0,54.66,3.58,129.78,6.39
13.00,28-10-2011," 1,948,733.81 ",0,47.41,3.57,129.79,6.39
13.00,4/11/2011," 2,036,317.54 ",0,43.51,3.54,129.81,6.39
13.00,11/11/2011," 2,111,592.09 ",0,33.80,3.51,129.82,6.39
13.00,18-11-2011," 2,016,323.51 ",0,40.65,3.49,129.83,6.39
13.00,25-11-2011," 2,864,170.61 ",1,38.89,3.45,129.84,6.39
13.00,2/12/2011," 2,051,315.66 ",0,33.94,3.39,129.85,6.39
13.00,9/12/2011," 2,462,779.06 ",0,24.82,3.34,129.86,6.39
13.00,16-12-2011," 2,760,346.71 ",0,27.85,3.28,129.90,6.39
13.00,23-12-2011," 3,556,766.03 ",0,24.76,3.19,129.98,6.39
13.00,30-12-2011," 1,969,056.91 ",1,31.53,3.12,130.07,6.39
13.00,6/1/2012," 1,865,752.78 ",0,33.80,3.08,130.16,6.10
13.00,13-01-2012," 1,794,962.64 ",0,25.61,3.06,130.24,6.10
13.00,20-01-2012," 1,811,606.21 ",0,32.71,3.05,130.28,6.10
13.00,27-01-2012," 1,733,983.09 ",0,34.32,3.06,130.31,6.10
13.00,3/2/2012," 1,927,780.74 ",0,31.39,3.08,130.35,6.10
13.00,10/2/2012," 2,069,284.57 ",1,33.73,3.12,130.38,6.10
13.00,17-02-2012," 2,214,477.06 ",0,36.57,3.12,130.45,6.10
13.00,24-02-2012," 1,929,768.03 ",0,35.38,3.15,130.55,6.10
13.00,2/3/2012," 1,969,742.76 ",0,32.36,3.24,130.65,6.10
13.00,9/3/2012," 1,986,445.65 ",0,38.24,3.38,130.74,6.10
13.00,16-03-2012," 2,025,582.62 ",0,52.50,3.53,130.83,6.10
13.00,23-03-2012," 1,904,421.74 ",0,47.83,3.67,130.90,6.10
13.00,30-03-2012," 1,948,982.70 ",0,53.20,3.73,130.97,6.10
13.00,6/4/2012," 2,271,614.76 ",0,48.85,3.79,131.04,5.97
13.00,13-04-2012," 2,057,637.86 ",0,51.70,3.83,131.11,5.97
13.00,20-04-2012," 1,955,689.12 ",0,50.24,3.85,131.12,5.97
13.00,27-04-2012," 1,970,121.65 ",0,64.80,3.84,131.13,5.97
13.00,4/5/2012," 1,995,994.51 ",0,54.41,3.83,131.14,5.97
13.00,11/5/2012," 2,080,764.17 ",0,56.47,3.81,131.15,5.97
13.00,18-05-2012," 2,131,900.55 ",0,65.17,3.81,131.10,5.97
13.00,25-05-2012," 2,043,349.41 ",0,62.39,3.80,131.03,5.97
13.00,1/6/2012," 2,035,431.39 ",0,61.11,3.79,130.96,5.97
13.00,8/6/2012," 2,182,437.90 ",0,68.40,3.78,130.89,5.97
13.00,15-06-2012," 2,152,229.11 ",0,65.97,3.76,130.83,5.97
13.00,22-06-2012," 2,094,373.00 ",0,72.89,3.74,130.79,5.97
13.00,29-06-2012," 2,037,663.71 ",0,82.00,3.68,130.76,5.97
13.00,6/7/2012," 2,184,980.35 ",0,79.23,3.63,130.72,5.77
13.00,13-07-2012," 2,002,750.99 ",0,83.68,3.60,130.68,5.77
13.00,20-07-2012," 2,053,089.32 ",0,75.69,3.56,130.70,5.77
13.00,27-07-2012," 1,914,430.53 ",0,80.42,3.54,130.72,5.77
13.00,3/8/2012," 2,044,148.23 ",0,81.99,3.51,130.74,5.77
13.00,10/8/2012," 2,041,019.92 ",0,81.69,3.51,130.76,5.77
13.00,17-08-2012," 2,095,769.18 ",0,79.40,3.55,130.79,5.77
13.00,24-08-2012," 2,059,458.25 ",0,77.37,3.58,130.84,5.77
13.00,31-08-2012," 2,073,855.42 ",0,79.18,3.62,130.89,5.77
13.00,7/9/2012," 2,165,796.31 ",1,70.65,3.69,130.93,5.77
13.00,14-09-2012," 1,919,917.03 ",0,68.55,3.75,130.98,5.77
13.00,21-09-2012," 1,938,379.66 ",0,67.96,3.82,131.01,5.77
13.00,28-09-2012," 1,927,664.11 ",0,64.80,3.82,131.04,5.77
13.00,5/10/2012," 2,041,918.74 ",0,61.79,3.82,131.08,5.62
13.00,12/10/2012," 1,999,079.44 ",0,55.10,3.80,131.11,5.62
13.00,19-10-2012," 2,018,010.15 ",0,52.06,3.78,131.15,5.62
13.00,26-10-2012," 2,035,189.66 ",0,46.97,3.76,131.19,5.62
14.00,5/2/2010," 2,623,469.95 ",0,27.31,2.78,181.87,8.99
14.00,12/2/2010," 1,704,218.84 ",1,27.73,2.77,181.98,8.99
14.00,19-02-2010," 2,204,556.70 ",0,31.27,2.75,182.03,8.99
14.00,26-02-2010," 2,095,591.63 ",0,34.89,2.75,182.08,8.99
14.00,5/3/2010," 2,237,544.75 ",0,37.13,2.78,182.12,8.99
14.00,12/3/2010," 2,156,035.06 ",0,45.80,2.82,182.16,8.99
14.00,19-03-2010," 2,066,219.30 ",0,48.79,2.84,182.08,8.99
14.00,26-03-2010," 2,050,396.27 ",0,54.36,2.85,181.97,8.99
14.00,2/4/2010," 2,495,630.51 ",0,47.74,2.85,181.87,8.90
14.00,9/4/2010," 2,258,781.28 ",0,65.45,2.87,181.76,8.90
14.00,16-04-2010," 2,121,788.61 ",0,54.28,2.90,181.69,8.90
14.00,23-04-2010," 2,138,144.91 ",0,53.47,2.90,181.68,8.90
14.00,30-04-2010," 2,082,355.12 ",0,53.15,2.92,181.66,8.90
14.00,7/5/2010," 2,370,116.52 ",0,70.75,2.97,181.65,8.90
14.00,14-05-2010," 2,129,771.13 ",0,54.26,2.98,181.66,8.90
14.00,21-05-2010," 2,108,187.10 ",0,62.62,2.96,181.85,8.90
14.00,28-05-2010," 2,227,152.16 ",0,69.27,2.90,182.05,8.90
14.00,4/6/2010," 2,363,601.47 ",0,75.93,2.85,182.24,8.90
14.00,11/6/2010," 2,249,570.04 ",0,69.71,2.81,182.43,8.90
14.00,18-06-2010," 2,248,645.59 ",0,72.62,2.78,182.44,8.90
14.00,25-06-2010," 2,246,179.91 ",0,79.32,2.81,182.38,8.90
14.00,2/7/2010," 2,334,788.42 ",0,76.61,2.82,182.32,8.74
14.00,9/7/2010," 2,236,209.13 ",0,82.45,2.79,182.26,8.74
14.00,16-07-2010," 2,130,287.27 ",0,77.84,2.78,182.26,8.74
14.00,23-07-2010," 2,044,155.39 ",0,81.46,2.77,182.35,8.74
14.00,30-07-2010," 2,054,843.28 ",0,79.78,2.78,182.44,8.74
14.00,6/8/2010," 2,219,813.50 ",0,77.17,2.78,182.53,8.74
14.00,13-08-2010," 2,052,984.81 ",0,78.44,2.81,182.62,8.74
14.00,20-08-2010," 2,057,138.31 ",0,76.01,2.78,182.62,8.74
14.00,27-08-2010," 2,020,332.07 ",0,71.36,2.76,182.61,8.74
