ProductID,Weight,FatContent,ProductVisibility,ProductType,Unit Price,Quantity,Total Sales,OutletID,Year,OutletSize,LocationType,OutletType
FDF26,7,Regular,0,Canned,152,,1519998,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV52,21,Regular,0,Frozen Foods,119,,1186466,OUT035,2004,Small,Tier 2,Supermarket Type1
FDX59,10,Low Fat,0,Breads,35,,352558,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV25,6,Low Fat,0,Canned,222,,2220456,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW23,,Low Fat,0,Baking Goods,39,,386164,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE53,11,Low Fat,0,Frozen Foods,108,,1077280,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA19,8,Low Fat,0,Fruits and Vegetables,130,,1300994,OUT017,2007,,Tier 2,Supermarket Type1
FDH22,6,Low Fat,0,Snack Foods,126,,1260678,OUT046,1997,Small,Tier 1,Supermarket Type1
NCO41,13,Low Fat,0,Health and Hygiene,98,,978384,OUT013,1987,High,Tier 3,Supermarket Type1
FDX12,18,Regular,0,Baking Goods,241,,2413196,OUT017,2007,,Tier 2,Supermarket Type1
FDF17,5,Low Fat,0,Frozen Foods,197,,1969110,OUT013,1987,High,Tier 3,Supermarket Type1
FDS11,7,Regular,0,Breads,222,,2223088,OUT045,2002,,Tier 2,Supermarket Type1
FDR51,9,Regular,0,Meat,150,,1500708,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT49,7,Low Fat,0,Canned,106,,1062280,OUT010,1998,,Tier 3,Grocery Store
FDC56,8,Low Fat,0,Fruits and Vegetables,120,,1202440,OUT013,1987,High,Tier 3,Supermarket Type1
FDR13,,Regular,0,Canned,116,,1164492,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ60,6,Regular,0,Baking Goods,120,,1204098,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN38,7,Regular,0,Canned,249,,2487408,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCL29,10,Low Fat,0,Health and Hygiene,158,,1578604,OUT013,1987,High,Tier 3,Supermarket Type1
FDO13,,Low Fat,0,Breakfast,164,,1640526,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE26,9,Low Fat,0,Canned,144,,1438786,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA31,7,Low Fat,0,Fruits and Vegetables,173,,1728080,OUT010,1998,,Tier 3,Grocery Store
FDX14,13,Low Fat,0,Dairy,75,,753354,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA34,12,Low Fat,0,Starchy Foods,174,,1741080,OUT045,2002,,Tier 2,Supermarket Type1
FDF26,7,Regular,0,Canned,153,,1530998,OUT013,1987,High,Tier 3,Supermarket Type1
FDE38,7,Low Fat,0,Canned,167,,1665842,OUT045,2002,,Tier 2,Supermarket Type1
DRI11,8,Low Fat,0,Hard Drinks,114,,1135834,OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ60,,Regular,0,Baking Goods,119,,1185098,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL21,,Regular,0,Snack Foods,39,,393480,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRC12,,Low Fat,0,Soft Drinks,192,,1920188,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC47,15,Low Fat,0,Snack Foods,228,,2279694,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE57,10,Low Fat,0,Fruits and Vegetables,140,,1400154,OUT045,2002,,Tier 2,Supermarket Type1
FDT14,11,Regular,0,Dairy,120,,1203440,OUT045,2002,,Tier 2,Supermarket Type1
NCZ53,10,Low Fat,0,Health and Hygiene,190,,1896214,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE28,10,Regular,0,Frozen Foods,230,,2301668,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR19,14,Regular,0,Fruits and Vegetables,144,,1442102,OUT035,2004,Small,Tier 2,Supermarket Type1
NCF54,,Low Fat,0,Household,174,,1737422,OUT019,1985,Small,Tier 1,Grocery Store
FDZ08,13,Regular,0,Fruits and Vegetables,81,,811592,OUT046,1997,Small,Tier 1,Supermarket Type1
NCJ05,19,Low Fat,0,Health and Hygiene,154,,1542682,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF59,13,Low Fat,0,Starchy Foods,127,,1271020,OUT046,1997,Small,Tier 1,Supermarket Type1
NCO05,7,Low Fat,0,Health and Hygiene,100,,1004384,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW24,7,Low Fat,0,Baking Goods,50,,495034,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCX42,6,Low Fat,0,Household,166,,1661526,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCA53,11,LF,0,Health and Hygiene,48,,482034,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI45,,Low Fat,0,Fruits and Vegetables,177,,1770054,OUT019,1985,Small,Tier 1,Grocery Store
FDG46,9,Regular,0,Snack Foods,113,,1129518,OUT046,1997,Small,Tier 1,Supermarket Type1
FDM20,10,Low Fat,0,Fruits and Vegetables,243,,2433144,OUT010,1998,,Tier 3,Grocery Store
FDW11,13,Low Fat,0,Breads,62,,616194,OUT010,1998,,Tier 3,Grocery Store
FDX08,13,Low Fat,0,Fruits and Vegetables,179,,1792318,OUT035,2004,Small,Tier 2,Supermarket Type1
NCK17,11,Low Fat,0,Health and Hygiene,41,,406480,OUT035,2004,Small,Tier 2,Supermarket Type1
FDK32,16,Regular,0,Fruits and Vegetables,152,,1515682,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCA42,7,Low Fat,0,Household,159,,1594604,OUT035,2004,Small,Tier 2,Supermarket Type1
DRI01,8,Low Fat,0,Soft Drinks,171,,1707422,OUT035,2004,Small,Tier 2,Supermarket Type1
NCL55,12,LF,0,Others,254,,2540040,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRE25,15,Low Fat,0,Soft Drinks,94,,944120,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD14,21,Low Fat,0,Canned,184,,1835266,OUT017,2007,,Tier 2,Supermarket Type1
FDB10,10,Low Fat,0,Snack Foods,236,,2355590,OUT046,1997,Small,Tier 1,Supermarket Type1
DRN11,8,Low Fat,0,Hard Drinks,145,,1450444,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP38,10,Low Fat,0,Canned,51,,509008,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCA30,19,Low Fat,0,Household,189,,1886872,OUT017,2007,,Tier 2,Supermarket Type1
FDT15,12,reg,0,Meat,185,,1846950,OUT017,2007,,Tier 2,Supermarket Type1
NCP55,15,Low Fat,0,Others,57,,570614,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF12,8,Low Fat,0,Baking Goods,149,,1485076,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM21,20,Low Fat,0,Snack Foods,256,,2562646,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX56,17,Regular,0,Fruits and Vegetables,206,,2058638,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF10,16,Regular,0,Snack Foods,145,,1454418,OUT017,2007,,Tier 2,Supermarket Type1
FDT32,19,Regular,0,Fruits and Vegetables,190,,1896214,OUT045,2002,,Tier 2,Supermarket Type1
FDM51,12,Regular,0,Meat,101,,1012674,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCR50,20,Low Fat,0,Household,154,,1544340,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDI19,15,Low Fat,0,Meat,242,,2424512,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDX21,7,Low Fat,0,Snack Foods,108,,1078912,OUT017,2007,,Tier 2,Supermarket Type1
FDR31,6,Regular,0,Fruits and Vegetables,145,,1453102,OUT035,2004,Small,Tier 2,Supermarket Type1
FDY02,9,Regular,0,Dairy,261,,2611910,OUT013,1987,High,Tier 3,Supermarket Type1
NCA29,11,Low Fat,0,Household,171,,1706106,OUT045,2002,,Tier 2,Supermarket Type1
NCX17,21,Low Fat,0,Health and Hygiene,232,,2317300,OUT046,1997,Small,Tier 1,Supermarket Type1
FDM12,17,Regular,0,Baking Goods,190,,1903214,OUT045,2002,,Tier 2,Supermarket Type1
FDI53,,Regular,0,Frozen Foods,160,,1604236,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCU30,5,Low Fat,0,Household,164,,1641210,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC56,,Low Fat,0,Fruits and Vegetables,121,,1210440,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK27,11,Low Fat,0,Meat,123,,1230756,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCK18,10,Low Fat,0,Household,166,,1664184,OUT017,2007,,Tier 2,Supermarket Type1
FDB52,,Low Fat,0,Dairy,258,,2575672,OUT019,1985,Small,Tier 1,Grocery Store
DRG25,,Low Fat,0,Soft Drinks,188,,1883240,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ13,8,reg,0,Canned,52,,519350,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB57,,Regular,0,Fruits and Vegetables,224,,2235772,OUT019,1985,Small,Tier 1,Grocery Store
FDR40,9,Regular,0,Frozen Foods,83,,825618,OUT046,1997,Small,Tier 1,Supermarket Type1
NCO14,,Low Fat,0,Household,45,,447086,OUT019,1985,Small,Tier 1,Grocery Store
NCN19,13,Low Fat,0,Others,191,,1907530,OUT045,2002,,Tier 2,Supermarket Type1
FDQ28,,Regular,0,Frozen Foods,155,,1550656,OUT019,1985,Small,Tier 1,Grocery Store
FDO13,8,Low Fat,0,Breakfast,165,,1648526,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDK48,7,Low Fat,0,Baking Goods,77,,772354,OUT013,1987,High,Tier 3,Supermarket Type1
FDU07,11,Low Fat,0,Fruits and Vegetables,153,,1525366,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW20,21,Low Fat,0,Fruits and Vegetables,123,,1233730,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV12,17,Regular,0,Baking Goods,99,,987384,OUT010,1998,,Tier 3,Grocery Store
FDH24,21,Low Fat,0,Baking Goods,158,,1582288,OUT013,1987,High,Tier 3,Supermarket Type1
FDV59,13,Low Fat,0,Breads,216,,2160166,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDK57,10,Low Fat,0,Snack Foods,120,,1201440,OUT045,2002,,Tier 2,Supermarket Type1
FDL16,,Low Fat,0,Frozen Foods,46,,455060,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCQ17,10,Low Fat,0,Health and Hygiene,155,,1554630,OUT046,1997,Small,Tier 1,Supermarket Type1
FDJ15,11,Regular,0,Dairy,185,,1851608,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX24,8,Low Fat,0,Baking Goods,94,,935462,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT47,5,Regular,0,Breads,96,,963068,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT10,17,Regular,0,Snack Foods,61,,608562,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ37,8,Regular,0,Canned,88,,877198,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW43,,Regular,0,Fruits and Vegetables,230,,2295036,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRN36,15,Low Fat,0,Soft Drinks,96,,955752,OUT017,2007,,Tier 2,Supermarket Type1
FDJ14,10,Regular,0,Canned,81,,805960,OUT045,2002,,Tier 2,Supermarket Type1
FDA32,14,Low Fat,0,Fruits and Vegetables,217,,2174192,OUT013,1987,High,Tier 3,Supermarket Type1
FDJ38,,Regular,0,Canned,190,,1900530,OUT019,1985,Small,Tier 1,Grocery Store
FDQ57,7,Low Fat,0,Snack Foods,147,,1467760,OUT017,2007,,Tier 2,Supermarket Type1
NCQ41,,Low Fat,0,Health and Hygiene,194,,1935794,OUT019,1985,Small,Tier 1,Grocery Store
FDG56,13,Regular,0,Fruits and Vegetables,60,,599536,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRC13,,Regular,0,Soft Drinks,124,,1239730,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV55,18,Low Fat,0,Fruits and Vegetables,145,,1445444,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ49,20,Regular,0,Breakfast,157,,1573630,OUT045,2002,,Tier 2,Supermarket Type1
FDE29,9,Low Fat,0,Frozen Foods,60,,604878,OUT010,1998,,Tier 3,Grocery Store
FDR03,16,Regular,0,Meat,206,,2057980,OUT013,1987,High,Tier 3,Supermarket Type1
FDD45,9,Low Fat,0,Fruits and Vegetables,93,,929436,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN38,7,Regular,0,Canned,250,,2497408,OUT010,1998,,Tier 3,Grocery Store
FDT56,16,Regular,0,Fruits and Vegetables,58,,581246,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT48,5,low fat,0,Baking Goods,200,,2000084,OUT045,2002,,Tier 2,Supermarket Type1
FDU03,19,Regular,0,Meat,181,,1808292,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC56,8,LF,0,Fruits and Vegetables,119,,1189440,OUT010,1998,,Tier 3,Grocery Store
NCO43,,Low Fat,0,Others,99,,993016,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ27,5,Regular,0,Meat,102,,1016990,OUT017,2007,,Tier 2,Supermarket Type1
FDR03,16,Regular,0,Meat,206,,2059980,OUT046,1997,Small,Tier 1,Supermarket Type1
DRH23,15,Low Fat,0,Hard Drinks,54,,541614,OUT010,1998,,Tier 3,Grocery Store
FDG22,18,Regular,0,Snack Foods,38,,381190,OUT045,2002,,Tier 2,Supermarket Type1
NCJ42,20,Low Fat,0,Household,104,,1038332,OUT013,1987,High,Tier 3,Supermarket Type1
FDR24,17,Regular,0,Baking Goods,91,,905830,OUT046,1997,Small,Tier 1,Supermarket Type1
FDW60,5,Regular,0,Baking Goods,176,,1760370,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ08,11,Low Fat,0,Fruits and Vegetables,190,,1900846,OUT013,1987,High,Tier 3,Supermarket Type1
DRL59,17,Low Fat,0,Hard Drinks,52,,522298,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG60,20,Low Fat,0,Baking Goods,233,,2327616,OUT010,1998,,Tier 3,Grocery Store
FDW27,6,Regular,0,Meat,156,,1559314,OUT017,2007,,Tier 2,Supermarket Type1
FDX14,13,Low Fat,0,Dairy,77,,771354,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC20,11,Low Fat,0,Fruits and Vegetables,56,,560272,OUT013,1987,High,Tier 3,Supermarket Type1
NCS29,9,Low Fat,0,Health and Hygiene,264,,2636884,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDJ56,9,Low Fat,0,Fruits and Vegetables,100,,1004700,OUT046,1997,Small,Tier 1,Supermarket Type1
FDB20,,Low Fat,0,Fruits and Vegetables,77,,770986,OUT019,1985,Small,Tier 1,Grocery Store
FDL28,,Regular,0,Frozen Foods,229,,2286668,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDW01,15,Low Fat,0,Canned,152,,1517682,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDL03,19,Regular,0,Meat,198,,1976110,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX22,7,Regular,0,Snack Foods,209,,2091928,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ21,17,Regular,0,Snack Foods,145,,1446102,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR31,6,Regular,0,Fruits and Vegetables,148,,1476102,OUT045,2002,,Tier 2,Supermarket Type1
FDG21,17,Regular,0,Seafood,152,,1515050,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS22,,Regular,0,Snack Foods,43,,426428,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK08,9,Regular,0,Fruits and Vegetables,99,,994016,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE17,20,Regular,0,Frozen Foods,152,,1517366,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN30,16,Low Fat,0,Household,96,,958410,OUT017,2007,,Tier 2,Supermarket Type1
FDT50,7,Regular,0,Dairy,97,,972752,OUT046,1997,Small,Tier 1,Supermarket Type1
NCX42,6,Low Fat,0,Household,164,,1636526,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ12,9,Regular,0,Baking Goods,208,,2078296,OUT035,2004,Small,Tier 2,Supermarket Type1
NCA18,,Low Fat,0,Household,117,,1174492,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDP23,,Low Fat,0,Breads,217,,2174166,OUT019,1985,Small,Tier 1,Grocery Store
FDX12,18,reg,0,Baking Goods,241,,2414196,OUT013,1987,High,Tier 3,Supermarket Type1
FDN40,6,Low Fat,0,Frozen Foods,153,,1527998,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDV48,9,Regular,0,Baking Goods,78,,778644,OUT035,2004,Small,Tier 2,Supermarket Type1
NCY54,8,Low Fat,0,Household,172,,1719422,OUT013,1987,High,Tier 3,Supermarket Type1
FDL16,13,Low Fat,0,Frozen Foods,46,,460060,OUT010,1998,,Tier 3,Grocery Store
FDR45,11,Low Fat,0,Snack Foods,240,,2400222,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDJ52,7,Low Fat,0,Frozen Foods,161,,1610578,OUT046,1997,Small,Tier 1,Supermarket Type1
DRG01,15,Low Fat,0,Soft Drinks,77,,771670,OUT017,2007,,Tier 2,Supermarket Type1
FDP52,19,Regular,0,Frozen Foods,231,,2312010,OUT013,1987,High,Tier 3,Supermarket Type1
FDU58,7,Regular,0,Snack Foods,187,,1865898,OUT017,2007,,Tier 2,Supermarket Type1
FDL02,20,Regular,0,Canned,106,,1055622,OUT045,2002,,Tier 2,Supermarket Type1
FDG28,9,Regular,0,Frozen Foods,244,,2441144,OUT013,1987,High,Tier 3,Supermarket Type1
FDA19,8,Low Fat,0,Fruits and Vegetables,129,,1287994,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW46,,Regular,0,Snack Foods,66,,664484,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCD43,9,Low Fat,0,Household,103,,1031964,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRG39,14,Low Fat,0,Dairy,52,,517982,OUT013,1987,High,Tier 3,Supermarket Type1
NCF55,7,Low Fat,0,Household,36,,355874,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ07,7,LF,0,Meat,118,,1180150,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE08,18,LF,0,Fruits and Vegetables,150,,1500734,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP56,,Low Fat,0,Fruits and Vegetables,50,,496692,OUT019,1985,Small,Tier 1,Grocery Store
FDT45,16,Low Fat,0,Snack Foods,53,,532956,OUT045,2002,,Tier 2,Supermarket Type1
FDF17,5,Low Fat,0,Frozen Foods,195,,1950110,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX44,9,Low Fat,0,Fruits and Vegetables,88,,877172,OUT046,1997,Small,Tier 1,Supermarket Type1
FDM28,,Low Fat,0,Frozen Foods,180,,1798660,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDI36,13,Regular,0,Baking Goods,198,,1979426,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDS07,12,Low Fat,0,Fruits and Vegetables,115,,1152518,OUT045,2002,,Tier 2,Supermarket Type1
FDD36,13,Low Fat,0,Baking Goods,118,,1177124,OUT045,2002,,Tier 2,Supermarket Type1
FDW11,13,Low Fat,0,Breads,61,,605194,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN40,6,Low Fat,0,Frozen Foods,155,,1544998,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCQ18,16,Low Fat,0,Household,98,,978700,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCQ54,18,Low Fat,0,Household,167,,1665474,OUT017,2007,,Tier 2,Supermarket Type1
NCS42,9,Low Fat,0,Household,92,,915146,OUT045,2002,,Tier 2,Supermarket Type1
DRH39,21,Low Fat,0,Dairy,76,,758670,OUT010,1998,,Tier 3,Grocery Store
FDC09,,Regular,0,Fruits and Vegetables,104,,1037332,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDT08,14,Low Fat,0,Fruits and Vegetables,151,,1508050,OUT010,1998,,Tier 3,Grocery Store
FDC08,19,Regular,0,Fruits and Vegetables,225,,2252720,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT20,11,Low Fat,0,Fruits and Vegetables,37,,373164,OUT017,2007,,Tier 2,Supermarket Type1
FDS35,9,Low Fat,0,Breads,64,,640826,OUT035,2004,Small,Tier 2,Supermarket Type1
FDX58,13,Low Fat,0,Snack Foods,182,,1822950,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW58,21,Low Fat,0,Snack Foods,106,,1059622,OUT046,1997,Small,Tier 1,Supermarket Type1
DRD27,19,Low Fat,0,Dairy,99,,993042,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH32,,Low Fat,0,Fruits and Vegetables,98,,976410,OUT019,1985,Small,Tier 1,Grocery Store
FDS26,20,Low Fat,0,Dairy,263,,2627594,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ31,6,Regular,0,Fruits and Vegetables,87,,868856,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP11,16,Low Fat,0,Breads,220,,2196166,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD58,8,Low Fat,0,Snack Foods,99,,994700,OUT017,2007,,Tier 2,Supermarket Type1
FDM33,16,Low Fat,0,Snack Foods,218,,2183798,OUT045,2002,,Tier 2,Supermarket Type1
FDZ16,17,Regular,0,Frozen Foods,196,,1957478,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCS29,9,LF,0,Health and Hygiene,265,,2646884,OUT010,1998,,Tier 3,Grocery Store
NCM18,,Low Fat,0,Household,60,,600194,OUT019,1985,Small,Tier 1,Grocery Store
FDP11,16,Low Fat,0,Breads,220,,2195166,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCC42,15,Low Fat,0,Health and Hygiene,141,,1413838,OUT017,2007,,Tier 2,Supermarket Type1
DRM23,17,Low Fat,0,Hard Drinks,173,,1727422,OUT046,1997,Small,Tier 1,Supermarket Type1
NCN55,,Low Fat,0,Others,239,,2393538,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK46,10,Low Fat,0,Snack Foods,258,,2581620,OUT013,1987,High,Tier 3,Supermarket Type1
FDR01,5,Regular,0,Canned,199,,1987742,OUT046,1997,Small,Tier 1,Supermarket Type1
NCA05,21,Low Fat,0,Health and Hygiene,150,,1502734,OUT045,2002,,Tier 2,Supermarket Type1
NCP43,18,Low Fat,0,Others,178,,1780660,OUT017,2007,,Tier 2,Supermarket Type1
FDR12,13,Regular,0,Baking Goods,170,,1703764,OUT010,1998,,Tier 3,Grocery Store
FDQ01,20,Regular,0,Canned,256,,2564014,OUT013,1987,High,Tier 3,Supermarket Type1
FDM13,6,Low Fat,0,Breakfast,131,,1312626,OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ19,7,Regular,0,Fruits and Vegetables,243,,2429512,OUT017,2007,,Tier 2,Supermarket Type1
FDK56,,Low Fat,0,Fruits and Vegetables,186,,1860898,OUT019,1985,Small,Tier 1,Grocery Store
NCX06,18,LF,0,Household,183,,1826976,OUT010,1998,,Tier 3,Grocery Store
FDO56,,Regular,0,Fruits and Vegetables,119,,1188808,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU45,16,Regular,0,Snack Foods,113,,1126518,OUT045,2002,,Tier 2,Supermarket Type1
FDI16,,Regular,0,Frozen Foods,55,,549640,OUT019,1985,Small,Tier 1,Grocery Store
FDL32,16,Regular,0,Fruits and Vegetables,113,,1130544,OUT046,1997,Small,Tier 1,Supermarket Type1
FDA07,8,Regular,0,Fruits and Vegetables,124,,1235072,OUT046,1997,Small,Tier 1,Supermarket Type1
FDA14,16,Low Fat,0,Dairy,147,,1471760,OUT045,2002,,Tier 2,Supermarket Type1
FDV46,,Low Fat,0,Snack Foods,140,,1399180,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCO07,9,Low Fat,0,Others,213,,2128560,OUT035,2004,Small,Tier 2,Supermarket Type1
NCP41,17,Low Fat,0,Health and Hygiene,106,,1058596,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY60,11,Regular,0,Baking Goods,142,,1419128,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDN38,7,reg,0,Canned,251,,2510408,OUT017,2007,,Tier 2,Supermarket Type1
FDO15,17,Regular,0,Meat,75,,749038,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT60,12,Low Fat,0,Baking Goods,122,,1223388,OUT013,1987,High,Tier 3,Supermarket Type1
FDA55,17,Regular,0,Fruits and Vegetables,224,,2244088,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE02,9,Low Fat,0,Canned,95,,947778,OUT010,1998,,Tier 3,Grocery Store
DRJ39,20,Low Fat,0,Dairy,221,,2210482,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV34,11,Regular,0,Snack Foods,75,,746038,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS20,,LF,0,Fruits and Vegetables,184,,1843292,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDF02,,Low Fat,0,Canned,103,,1028990,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDW40,14,Regular,0,Frozen Foods,143,,1433812,OUT017,2007,,Tier 2,Supermarket Type1
NCB43,20,Low Fat,0,Household,187,,1868898,OUT046,1997,Small,Tier 1,Supermarket Type1
FDR58,7,Low Fat,0,Snack Foods,91,,908462,OUT017,2007,,Tier 2,Supermarket Type1
DRJ59,12,Low Fat,0,Hard Drinks,40,,400164,OUT035,2004,Small,Tier 2,Supermarket Type1
NCD30,20,Low Fat,0,Household,99,,989726,OUT017,2007,,Tier 2,Supermarket Type1
FDE14,14,Regular,0,Canned,98,,978700,OUT017,2007,,Tier 2,Supermarket Type1
FDC28,8,Low Fat,0,Frozen Foods,108,,1080254,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU16,19,Regular,0,Frozen Foods,84,,842908,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCD19,9,Low Fat,0,Household,56,,559614,OUT035,2004,Small,Tier 2,Supermarket Type1
FDU21,12,Regular,0,Snack Foods,36,,358558,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV59,,Low Fat,0,Breads,217,,2173166,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU03,19,Regular,0,Meat,182,,1821292,OUT045,2002,,Tier 2,Supermarket Type1
FDC33,9,Regular,0,Fruits and Vegetables,199,,1985768,OUT010,1998,,Tier 3,Grocery Store
NCR42,9,Low Fat,0,Household,35,,348900,OUT035,2004,Small,Tier 2,Supermarket Type1
DRH59,11,Low Fat,0,Hard Drinks,75,,752380,OUT035,2004,Small,Tier 2,Supermarket Type1
NCM31,6,low fat,0,Others,143,,1425154,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS50,17,Low Fat,0,Dairy,222,,2223114,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP39,13,Low Fat,0,Meat,52,,524324,OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ55,14,Regular,0,Fruits and Vegetables,117,,1167834,OUT013,1987,High,Tier 3,Supermarket Type1
FDV36,,Low Fat,0,Baking Goods,125,,1246020,OUT019,1985,Small,Tier 1,Grocery Store
FDI05,,Regular,0,Frozen Foods,77,,768354,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDS45,,Regular,0,Snack Foods,107,,1072622,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA39,6,Low Fat,0,Meat,39,,386822,OUT045,2002,,Tier 2,Supermarket Type1
