ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP, Sales , Budgeted sales ,OutletID,Date,OutletSize,LocationType,OutletType
NCE43,12.5,Low Fat,0.103863648,Household,168.8448," 1,688,448.00 "," 10,386,364.80 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW58,20.75,Low Fat,0.007583861,Snack Foods,107.0622," 1,070,622.00 "," 758,386.10 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG60,20.35,Low Fat,0.060822826,Baking Goods,234.6616," 2,346,616.00 "," 6,082,282.60 ",OUT045,2002,,Tier 2,Supermarket Type1
FDV31,9.8,Low Fat,0.107320959,Fruits and Vegetables,176.337," 1,763,370.00 "," 10,732,095.90 ",OUT017,2007,,Tier 2,Supermarket Type1
FDR47,17.85,low fat,0.087395867,Breads,194.2794," 1,942,794.00 "," 8,739,586.70 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDM60,,Regular,0.08429269,Baking Goods,40.6138," 406,138.00 "," 8,429,269.00 ",OUT019,1985,Small,Tier 1,Grocery Store
NCF06,6.235,Low Fat,0.020280634,Household,258.4962," 2,584,962.00 "," 2,028,063.40 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN26,,Low Fat,0,Household,117.0808," 1,170,808.00 ", -   ,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ59,9.8,Regular,0.056474207,Breads,85.6908," 856,908.00 "," 5,647,420.70 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF09,6.215,Low Fat,0.012148905,Fruits and Vegetables,36.5848," 365,848.00 "," 1,214,890.50 ",OUT046,1997,Small,Tier 1,Supermarket Type1
NCS06,7.935,Low Fat,0,Household,264.791," 2,647,910.00 ", -   ,OUT017,2007,,Tier 2,Supermarket Type1
FDT44,16.6,Low Fat,0.102986542,Fruits and Vegetables,117.9466," 1,179,466.00 "," 10,298,654.20 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDI19,15.1,Low Fat,0.05263512,Meat,244.2512," 2,442,512.00 "," 5,263,512.00 ",OUT017,2007,,Tier 2,Supermarket Type1
FDT22,10.395,Low Fat,0.112731284,Snack Foods,59.922," 599,220.00 "," 11,273,128.40 ",OUT017,2007,,Tier 2,Supermarket Type1
NCF54,,Low Fat,0.047147628,Household,170.8422," 1,708,422.00 "," 4,714,762.80 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
DRG25,10.5,Low Fat,0.019088324,Soft Drinks,185.924," 1,859,240.00 "," 1,908,832.40 ",OUT045,2002,,Tier 2,Supermarket Type1
FDB59,18.25,Low Fat,0.015365323,Snack Foods,197.3084," 1,973,084.00 "," 1,536,532.30 ",OUT017,2007,,Tier 2,Supermarket Type1
FDQ37,20.75,Low Fat,0.089765562,Breakfast,194.6478," 1,946,478.00 "," 8,976,556.20 ",OUT017,2007,,Tier 2,Supermarket Type1
FDP56,8.185,Low Fat,0.046475348,Fruits and Vegetables,47.9692," 479,692.00 "," 4,647,534.80 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDW44,9.5,Regular,0.035144569,Fruits and Vegetables,171.8448," 1,718,448.00 "," 3,514,456.90 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ26,15.3,Regular,0.141879554,Canned,215.1218," 2,151,218.00 "," 14,187,955.40 ",OUT010,1998,,Tier 3,Grocery Store
FDU43,19.35,Regular,0.058279823,Fruits and Vegetables,237.4564," 2,374,564.00 "," 5,827,982.30 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW33,9.395,Low Fat,0.099321607,Snack Foods,104.928," 1,049,280.00 "," 9,932,160.70 ",OUT045,2002,,Tier 2,Supermarket Type1
NCX53,,Low Fat,0.0148655,Health and Hygiene,143.2154," 1,432,154.00 "," 1,486,550.00 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN56,5.46,Regular,0.179191782,Fruits and Vegetables,146.2786," 1,462,786.00 "," 17,919,178.20 ",OUT010,1998,,Tier 3,Grocery Store
DRF15,18.35,Low Fat,0.033265629,Dairy,152.334," 1,523,340.00 "," 3,326,562.90 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO33,14.75,Low Fat,0.089827705,Snack Foods,114.4518," 1,144,518.00 "," 8,982,770.50 ",OUT017,2007,,Tier 2,Supermarket Type1
FDZ39,19.7,Regular,0.030169768,Meat,103.799," 1,037,990.00 "," 3,016,976.80 ",OUT010,1998,,Tier 3,Grocery Store
NCJ19,18.6,Low Fat,0.118848485,Others,55.3588," 553,588.00 "," 11,884,848.50 ",OUT017,2007,,Tier 2,Supermarket Type1
FDU01,20.25,Regular,0,Canned,184.6924," 1,846,924.00 ", -   ,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT12,6.215,Regular,0.049612318,Baking Goods,224.1062," 2,241,062.00 "," 4,961,231.80 ",OUT035,2004,Small,Tier 2,Supermarket Type1
NCM18,13,Low Fat,0.083179333,Household,62.0194," 620,194.00 "," 8,317,933.30 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDP19,11.5,Low Fat,0.174497541,Fruits and Vegetables,128.8652," 1,288,652.00 "," 17,449,754.10 ",OUT017,2007,,Tier 2,Supermarket Type1
NCR42,9.105,Low Fat,0.038541712,Household,33.09," 330,900.00 "," 3,854,171.20 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN10,11.5,Low Fat,0.046123804,Snack Foods,118.6124," 1,186,124.00 "," 4,612,380.40 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDG44,6.13,Low Fat,0.102768984,Fruits and Vegetables,54.7298," 547,298.00 "," 10,276,898.40 ",OUT017,2007,,Tier 2,Supermarket Type1
FDQ10,12.85,Low Fat,0.033179231,Snack Foods,171.5422," 1,715,422.00 "," 3,317,923.10 ",OUT046,1997,Small,Tier 1,Supermarket Type1
DRH13,8.575,Low Fat,0.023923093,Soft Drinks,105.528," 1,055,280.00 "," 2,392,309.30 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT52,9.695,Regular,0.047390108,Frozen Foods,245.0144," 2,450,144.00 "," 4,739,010.80 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDM56,16.7,Low Fat,0.070333939,Fruits and Vegetables,110.7912," 1,107,912.00 "," 7,033,393.90 ",OUT045,2002,,Tier 2,Supermarket Type1
NCO43,5.5,Low Fat,0.078832748,Others,101.5016," 1,015,016.00 "," 7,883,274.80 ",OUT010,1998,,Tier 3,Grocery Store
NCV29,11.8,Low Fat,0,Health and Hygiene,177.2686," 1,772,686.00 ", -   ,OUT035,2004,Small,Tier 2,Supermarket Type1
NCF06,6.235,Low Fat,0.020181546,Household,260.1962," 2,601,962.00 "," 2,018,154.60 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDO50,16.25,Low Fat,0.078153958,Canned,91.3804," 913,804.00 "," 7,815,395.80 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDT59,13.65,Low Fat,0.015898191,Breads,229.7668," 2,297,668.00 "," 1,589,819.10 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDX40,,low fat,0.09851376,Frozen Foods,36.7164," 367,164.00 "," 9,851,376.00 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE50,19.7,Regular,0.016297312,Canned,186.3556," 1,863,556.00 "," 1,629,731.20 ",OUT017,2007,,Tier 2,Supermarket Type1
FDX51,9.5,Regular,0.022183497,Meat,196.9452," 1,969,452.00 "," 2,218,349.70 ",OUT017,2007,,Tier 2,Supermarket Type1
NCD30,19.7,Low Fat,0.026958635,Household,98.5726," 985,726.00 "," 2,695,863.50 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDK15,10.8,Low Fat,0.098331927,Meat,100.5042," 1,005,042.00 "," 9,833,192.70 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDL12,15.85,Regular,0.121879396,Baking Goods,61.222," 612,220.00 "," 12,187,939.60 ",OUT045,2002,,Tier 2,Supermarket Type1
FDK46,9.6,Low Fat,0.051758515,Snack Foods,259.462," 2,594,620.00 "," 5,175,851.50 ",OUT017,2007,,Tier 2,Supermarket Type1
DRH49,19.7,Low Fat,0.04126841,Soft Drinks,80.6592," 806,592.00 "," 4,126,841.00 ",OUT010,1998,,Tier 3,Grocery Store
FDQ57,7.275,Low Fat,0.027947642,Snack Foods,146.876," 1,468,760.00 "," 2,794,764.20 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDY59,8.195,Low Fat,0.031581072,Baking Goods,93.4462," 934,462.00 "," 3,158,107.20 ",OUT017,2007,,Tier 2,Supermarket Type1
FDO09,13.5,Regular,0.12578499,Snack Foods,261.691," 2,616,910.00 "," 12,578,499.00 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
NCG30,20.2,Low Fat,0.112299979,Household,126.4046," 1,264,046.00 "," 11,229,997.90 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDM09,11.15,Regular,0.086417608,Snack Foods,168.679," 1,686,790.00 "," 8,641,760.80 ",OUT017,2007,,Tier 2,Supermarket Type1
NCN17,,Low Fat,0.054672984,Health and Hygiene,101.0358," 1,010,358.00 "," 5,467,298.40 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
NCS42,8.6,Low Fat,0.0693587,Household,89.9146," 899,146.00 "," 6,935,870.00 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDD02,,Low Fat,0.088053052,Canned,117.0124," 1,170,124.00 "," 8,805,305.20 ",OUT019,1985,Small,Tier 1,Grocery Store
FDE34,9.195,Low Fat,0.107801614,Snack Foods,182.3634," 1,823,634.00 "," 10,780,161.40 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDU38,10.8,Low Fat,0.08271731,Dairy,192.6504," 1,926,504.00 "," 8,271,731.00 ",OUT045,2002,,Tier 2,Supermarket Type1
FDB33,17.75,Low Fat,0.014580169,Fruits and Vegetables,157.5262," 1,575,262.00 "," 1,458,016.90 ",OUT046,1997,Small,Tier 1,Supermarket Type1
NCJ29,10.6,Low Fat,0.035391991,Health and Hygiene,86.8224," 868,224.00 "," 3,539,199.10 ",OUT017,2007,,Tier 2,Supermarket Type1
FDZ27,7.935,Low Fat,0.017153018,Dairy,48.135," 481,350.00 "," 1,715,301.80 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDI40,11.5,Regular,0.125498428,Frozen Foods,99.7358," 997,358.00 "," 12,549,842.80 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDG22,17.6,Regular,0.041346719,Snack Foods,37.819," 378,190.00 "," 4,134,671.90 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDT51,11.65,Regular,0.010980551,Meat,110.7544," 1,107,544.00 "," 1,098,055.10 ",OUT017,2007,,Tier 2,Supermarket Type1
FDF20,12.85,Low Fat,0.033355494,Fruits and Vegetables,198.5768," 1,985,768.00 "," 3,335,549.40 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDV50,14.3,Low Fat,0.122548032,Dairy,122.173," 1,221,730.00 "," 12,254,803.20 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDT02,12.6,Low Fat,0.024232347,Dairy,36.1874," 361,874.00 "," 2,423,234.70 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
DRC49,8.67,Low Fat,0.065806717,Soft Drinks,144.6128," 1,446,128.00 "," 6,580,671.70 ",OUT017,2007,,Tier 2,Supermarket Type1
FDF26,6.825,Regular,0.046707264,Canned,151.9998," 1,519,998.00 "," 4,670,726.40 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV52,20.7,Regular,0,Frozen Foods,118.6466," 1,186,466.00 ", -   ,OUT035,2004,Small,Tier 2,Supermarket Type1
FDX59,10.195,Low Fat,0.051741591,Breads,35.2558," 352,558.00 "," 5,174,159.10 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV25,5.905,Low Fat,0.045643611,Canned,222.0456," 2,220,456.00 "," 4,564,361.10 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDW23,,Low Fat,0.081615145,Baking Goods,38.6164," 386,164.00 "," 8,161,514.50 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE53,10.895,Low Fat,0.026989658,Frozen Foods,107.728," 1,077,280.00 "," 2,698,965.80 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA19,7.52,Low Fat,0.055439323,Fruits and Vegetables,130.0994," 1,300,994.00 "," 5,543,932.30 ",OUT017,2007,,Tier 2,Supermarket Type1
FDH22,6.405,Low Fat,0.136300946,Snack Foods,126.0678," 1,260,678.00 "," 13,630,094.60 ",OUT046,1997,Small,Tier 1,Supermarket Type1
NCO41,12.5,Low Fat,0.018833177,Health and Hygiene,97.8384," 978,384.00 "," 1,883,317.70 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDX12,18.2,Regular,0.026211917,Baking Goods,241.3196," 2,413,196.00 "," 2,621,191.70 ",OUT017,2007,,Tier 2,Supermarket Type1
FDF17,5.19,Low Fat,0.042585419,Frozen Foods,196.911," 1,969,110.00 "," 4,258,541.90 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDS11,7.05,Regular,0.055671183,Breads,222.3088," 2,223,088.00 "," 5,567,118.30 ",OUT045,2002,,Tier 2,Supermarket Type1
FDR51,9.035,Regular,0.173436917,Meat,150.0708," 1,500,708.00 "," 17,343,691.70 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDT49,7,Low Fat,0.253421913,Canned,106.228," 1,062,280.00 "," 25,342,191.30 ",OUT010,1998,,Tier 3,Grocery Store
FDC56,7.72,Low Fat,0.121419594,Fruits and Vegetables,120.244," 1,202,440.00 "," 12,141,959.40 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDR13,,Regular,0.02858175,Canned,116.4492," 1,164,492.00 "," 2,858,175.00 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ60,6.195,Regular,0.10935376,Baking Goods,120.4098," 1,204,098.00 "," 10,935,376.00 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDN38,6.615,Regular,0.092114847,Canned,248.7408," 2,487,408.00 "," 9,211,484.70 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
NCL29,9.695,Low Fat,0.113844617,Health and Hygiene,157.8604," 1,578,604.00 "," 11,384,461.70 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDO13,,Low Fat,0.060763988,Breakfast,164.0526," 1,640,526.00 "," 6,076,398.80 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE26,9.3,Low Fat,0.089368341,Canned,143.8786," 1,438,786.00 "," 8,936,834.10 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA31,7.1,Low Fat,0.18413701,Fruits and Vegetables,172.808," 1,728,080.00 "," 18,413,701.00 ",OUT010,1998,,Tier 3,Grocery Store
FDX14,13.1,Low Fat,0.07492586,Dairy,75.3354," 753,354.00 "," 7,492,586.00 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDA34,11.5,Low Fat,0.014890695,Starchy Foods,174.108," 1,741,080.00 "," 1,489,069.50 ",OUT045,2002,,Tier 2,Supermarket Type1
FDF26,6.825,Regular,0.046595951,Canned,153.0998," 1,530,998.00 "," 4,659,595.10 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDE38,6.52,Low Fat,0.044697626,Canned,166.5842," 1,665,842.00 "," 4,469,762.60 ",OUT045,2002,,Tier 2,Supermarket Type1
DRI11,8.26,Low Fat,0.034404287,Hard Drinks,113.5834," 1,135,834.00 "," 3,440,428.70 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ60,,Regular,0.108844791,Baking Goods,118.5098," 1,185,098.00 "," 10,884,479.10 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL21,,Regular,0.007111808,Snack Foods,39.348," 393,480.00 "," 711,180.80 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
DRC12,,Low Fat,0.037643694,Soft Drinks,192.0188," 1,920,188.00 "," 3,764,369.40 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC47,15,Low Fat,0.118890636,Snack Foods,227.9694," 2,279,694.00 "," 11,889,063.60 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDE57,9.6,Low Fat,0.036358713,Fruits and Vegetables,140.0154," 1,400,154.00 "," 3,635,871.30 ",OUT045,2002,,Tier 2,Supermarket Type1
FDT14,10.695,Regular,0.127986136,Dairy,120.344," 1,203,440.00 "," 12,798,613.60 ",OUT045,2002,,Tier 2,Supermarket Type1
NCZ53,9.6,Low Fat,0.024477166,Health and Hygiene,189.6214," 1,896,214.00 "," 2,447,716.60 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDE28,9.5,Regular,0.133086933,Frozen Foods,230.1668," 2,301,668.00 "," 13,308,693.30 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR19,13.5,Regular,0.159690469,Fruits and Vegetables,144.2102," 1,442,102.00 "," 15,969,046.90 ",OUT035,2004,Small,Tier 2,Supermarket Type1
NCF54,,Low Fat,0.082951105,Household,173.7422," 1,737,422.00 "," 8,295,110.50 ",OUT019,1985,Small,Tier 1,Grocery Store
FDZ08,12.5,Regular,0.109992376,Fruits and Vegetables,81.1592," 811,592.00 "," 10,999,237.60 ",OUT046,1997,Small,Tier 1,Supermarket Type1
NCJ05,18.7,Low Fat,0.046276017,Health and Hygiene,154.2682," 1,542,682.00 "," 4,627,601.70 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF59,12.5,Low Fat,0.071244009,Starchy Foods,127.102," 1,271,020.00 "," 7,124,400.90 ",OUT046,1997,Small,Tier 1,Supermarket Type1
NCO05,7.27,Low Fat,0.046550645,Health and Hygiene,100.4384," 1,004,384.00 "," 4,655,064.50 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDW24,6.8,Low Fat,0.037649797,Baking Goods,49.5034," 495,034.00 "," 3,764,979.70 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
NCX42,6.36,Low Fat,0.00600295,Household,166.1526," 1,661,526.00 "," 600,295.00 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
NCA53,11.395,LF,0.009876591,Health and Hygiene,48.2034," 482,034.00 "," 987,659.10 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDI45,,Low Fat,0.065799906,Fruits and Vegetables,177.0054," 1,770,054.00 "," 6,579,990.60 ",OUT019,1985,Small,Tier 1,Grocery Store
FDG46,8.63,Regular,0.032909657,Snack Foods,112.9518," 1,129,518.00 "," 3,290,965.70 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDM20,10,Low Fat,0.064752101,Fruits and Vegetables,243.3144," 2,433,144.00 "," 6,475,210.10 ",OUT010,1998,,Tier 3,Grocery Store
FDW11,12.6,Low Fat,0.081651205,Breads,61.6194," 616,194.00 "," 8,165,120.50 ",OUT010,1998,,Tier 3,Grocery Store
FDX08,12.85,Low Fat,0.022599777,Fruits and Vegetables,179.2318," 1,792,318.00 "," 2,259,977.70 ",OUT035,2004,Small,Tier 2,Supermarket Type1
NCK17,11,Low Fat,0.03788768,Health and Hygiene,40.648," 406,480.00 "," 3,788,768.00 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDK32,16.25,Regular,0.049175079,Fruits and Vegetables,151.5682," 1,515,682.00 "," 4,917,507.90 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
NCA42,6.965,Low Fat,0.028543185,Household,159.4604," 1,594,604.00 "," 2,854,318.50 ",OUT035,2004,Small,Tier 2,Supermarket Type1
DRI01,7.97,Low Fat,0.034446434,Soft Drinks,170.7422," 1,707,422.00 "," 3,444,643.40 ",OUT035,2004,Small,Tier 2,Supermarket Type1
NCL55,12.15,LF,0,Others,254.004," 2,540,040.00 ", -   ,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRE25,15.35,Low Fat,0.073581718,Soft Drinks,94.412," 944,120.00 "," 7,358,171.80 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD14,20.7,Low Fat,0.170768961,Canned,183.5266," 1,835,266.00 "," 17,076,896.10 ",OUT017,2007,,Tier 2,Supermarket Type1
FDB10,10,Low Fat,0.067208123,Snack Foods,235.559," 2,355,590.00 "," 6,720,812.30 ",OUT046,1997,Small,Tier 1,Supermarket Type1
DRN11,7.85,Low Fat,0.162949459,Hard Drinks,145.0444," 1,450,444.00 "," 16,294,945.90 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDP38,10.1,Low Fat,0.032232864,Canned,50.9008," 509,008.00 "," 3,223,286.40 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
NCA30,19,Low Fat,0.130065297,Household,188.6872," 1,886,872.00 "," 13,006,529.70 ",OUT017,2007,,Tier 2,Supermarket Type1
FDT15,12.15,reg,0.042922946,Meat,184.695," 1,846,950.00 "," 4,292,294.60 ",OUT017,2007,,Tier 2,Supermarket Type1
NCP55,14.65,Low Fat,0.011235608,Others,57.0614," 570,614.00 "," 1,123,560.80 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF12,8.235,Low Fat,0.082412268,Baking Goods,148.5076," 1,485,076.00 "," 8,241,226.80 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDM21,20.2,Low Fat,0.06462627,Snack Foods,256.2646," 2,562,646.00 "," 6,462,627.00 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX56,17.1,Regular,0.07404547,Fruits and Vegetables,205.8638," 2,058,638.00 "," 7,404,547.00 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDF10,15.5,Regular,0.157816029,Snack Foods,145.4418," 1,454,418.00 "," 15,781,602.90 ",OUT017,2007,,Tier 2,Supermarket Type1
FDT32,19,Regular,0.065767041,Fruits and Vegetables,189.6214," 1,896,214.00 "," 6,576,704.10 ",OUT045,2002,,Tier 2,Supermarket Type1
FDM51,11.8,Regular,0.026031835,Meat,101.2674," 1,012,674.00 "," 2,603,183.50 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
NCR50,20.2,Low Fat,0.011868237,Household,154.434," 1,544,340.00 "," 1,186,823.70 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDI19,15.1,Low Fat,0.052420442,Meat,242.4512," 2,424,512.00 "," 5,242,044.20 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDX21,7.05,Low Fat,0.085446623,Snack Foods,107.8912," 1,078,912.00 "," 8,544,662.30 ",OUT017,2007,,Tier 2,Supermarket Type1
FDR31,6.46,Regular,0.049153588,Fruits and Vegetables,145.3102," 1,453,102.00 "," 4,915,358.80 ",OUT035,2004,Small,Tier 2,Supermarket Type1
FDY02,8.945,Regular,0.08757299,Dairy,261.191," 2,611,910.00 "," 8,757,299.00 ",OUT013,1987,High,Tier 3,Supermarket Type1
NCA29,10.5,Low Fat,0,Household,170.6106," 1,706,106.00 ", -   ,OUT045,2002,,Tier 2,Supermarket Type1
NCX17,21.25,Low Fat,0.113603432,Health and Hygiene,231.73," 2,317,300.00 "," 11,360,343.20 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDM12,16.7,Regular,0.070058787,Baking Goods,190.3214," 1,903,214.00 "," 7,005,878.70 ",OUT045,2002,,Tier 2,Supermarket Type1
FDI53,,Regular,0.136978402,Frozen Foods,160.4236," 1,604,236.00 "," 13,697,840.20 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
NCU30,5.11,Low Fat,0,Household,164.121," 1,641,210.00 ", -   ,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC56,,Low Fat,0.120932251,Fruits and Vegetables,121.044," 1,210,440.00 "," 12,093,225.10 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK27,11,Low Fat,0.00898298,Meat,123.0756," 1,230,756.00 "," 898,298.00 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
NCK18,9.6,Low Fat,0.00673599,Household,166.4184," 1,664,184.00 "," 673,599.00 ",OUT017,2007,,Tier 2,Supermarket Type1
FDB52,,Low Fat,0.053288809,Dairy,257.5672," 2,575,672.00 "," 5,328,880.90 ",OUT019,1985,Small,Tier 1,Grocery Store
DRG25,,Low Fat,0.018957442,Soft Drinks,188.324," 1,883,240.00 "," 1,895,744.20 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ13,7.84,reg,0.153733623,Canned,51.935," 519,350.00 "," 15,373,362.30 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB57,,Regular,0.032925311,Fruits and Vegetables,223.5772," 2,235,772.00 "," 3,292,531.10 ",OUT019,1985,Small,Tier 1,Grocery Store
FDR40,9.1,Regular,0.008034387,Frozen Foods,82.5618," 825,618.00 "," 803,438.70 ",OUT046,1997,Small,Tier 1,Supermarket Type1
NCO14,,Low Fat,0.051902594,Household,44.7086," 447,086.00 "," 5,190,259.40 ",OUT019,1985,Small,Tier 1,Grocery Store
NCN19,13.1,Low Fat,0.012124086,Others,190.753," 1,907,530.00 "," 1,212,408.60 ",OUT045,2002,,Tier 2,Supermarket Type1
FDQ28,,Regular,0.105799985,Frozen Foods,155.0656," 1,550,656.00 "," 10,579,998.50 ",OUT019,1985,Small,Tier 1,Grocery Store
FDO13,7.865,Low Fat,0.061308404,Breakfast,164.8526," 1,648,526.00 "," 6,130,840.40 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDK48,7.445,Low Fat,0,Baking Goods,77.2354," 772,354.00 ", -   ,OUT013,1987,High,Tier 3,Supermarket Type1
FDU07,11.1,Low Fat,0.060090767,Fruits and Vegetables,152.5366," 1,525,366.00 "," 6,009,076.70 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW20,20.75,Low Fat,0,Fruits and Vegetables,123.373," 1,233,730.00 ", -   ,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV12,16.7,Regular,0.101891731,Baking Goods,98.7384," 987,384.00 "," 10,189,173.10 ",OUT010,1998,,Tier 3,Grocery Store
FDH24,20.7,Low Fat,0.021413299,Baking Goods,158.2288," 1,582,288.00 "," 2,141,329.90 ",OUT013,1987,High,Tier 3,Supermarket Type1
FDV59,13.35,Low Fat,0.048101713,Breads,216.0166," 2,160,166.00 "," 4,810,171.30 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDK57,10.195,Low Fat,0.080455726,Snack Foods,120.144," 1,201,440.00 "," 8,045,572.60 ",OUT045,2002,,Tier 2,Supermarket Type1
FDL16,,Low Fat,0.16763712,Frozen Foods,45.506," 455,060.00 "," 16,763,712.00 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
NCQ17,10.3,Low Fat,0.116932555,Health and Hygiene,155.463," 1,554,630.00 "," 11,693,255.50 ",OUT046,1997,Small,Tier 1,Supermarket Type1
FDJ15,11.35,Regular,0.023417483,Dairy,185.1608," 1,851,608.00 "," 2,341,748.30 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX24,8.355,Low Fat,0,Baking Goods,93.5462," 935,462.00 ", -   ,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT47,5.26,Regular,0,Breads,96.3068," 963,068.00 ", -   ,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT10,16.7,Regular,0.062140968,Snack Foods,60.8562," 608,562.00 "," 6,214,096.80 ",OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ37,8.1,Regular,0.019849032,Canned,87.7198," 877,198.00 "," 1,984,903.20 ",OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW43,,Regular,0.022316641,Fruits and Vegetables,229.5036," 2,295,036.00 "," 2,231,664.10 ",OUT027,1985,Medium,Tier 3,Supermarket Type3
DRN36,15.2,Low Fat,0.050461669,Soft Drinks,95.5752," 955,752.00 "," 5,046,166.90 ",OUT017,2007,,Tier 2,Supermarket Type1
