ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,Quantity,  Sales  ,OutletID,Date,OutletSize,LocationType,OutletType
NCT06,17,Low Fat,0,Household,166,," 1,663,842.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDR16,,Regular,0,Frozen Foods,214,," 2,137,218.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDE36,5,reg,0,Baking Goods,165,," 1,650,868.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDZ36,6,Regular,0,Baking Goods,185,," 1,849,240.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDV13,17,Regular,0,Canned,88,," 879,856.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCZ17,12,Low Fat,0,Health and Hygiene,36,," 362,506.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDU56,17,Low Fat,0,Fruits and Vegetables,184,," 1,835,266.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDM09,11,Regular,0,Snack Foods,171,," 1,707,790.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDV02,17,Low Fat,0,Dairy,172,," 1,719,106.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDS34,19,reg,0,Snack Foods,113,," 1,128,518.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDA11,8,Low Fat,0,Baking Goods,95,," 953,436.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDP09,20,Low Fat,0,Snack Foods,212,," 2,117,902.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDB29,,Regular,0,Frozen Foods,114,," 1,144,176.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDT19,8,Regular,0,Fruits and Vegetables,173,," 1,728,080.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
DRH15,9,Low Fat,0,Dairy,44,," 442,428.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDY38,14,Regular,0,Dairy,234,," 2,339,300.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDF14,,Low Fat,0,Canned,152,," 1,518,340.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDN48,13,Low Fat,0,Baking Goods,93,," 932,804.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDQ12,13,Low Fat,0,Baking Goods,231,," 2,307,010.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCJ43,7,Low Fat,0,Household,173,," 1,729,396.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDE17,,Regular,0,Frozen Foods,152,," 1,523,366.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDB05,5,Low Fat,0,Frozen Foods,249,," 2,488,776.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDH10,21,Low Fat,0,Snack Foods,193,," 1,928,478.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCR06,13,Low Fat,0,Household,41,," 408,112.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDU32,9,Low Fat,0,Fruits and Vegetables,121,," 1,214,414.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDD56,15,Regular,0,Fruits and Vegetables,174,," 1,736,054.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDO36,20,Low Fat,0,Baking Goods,181,," 1,814,660.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDH16,11,Low Fat,0,Frozen Foods,92,," 915,830.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDX10,6,Regular,0,Snack Foods,36,," 355,874.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDZ37,8,Regular,0,Canned,88,," 880,198.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDU31,11,Regular,0,Fruits and Vegetables,218,," 2,178,508.00 ",OUT010,1998.00,,Tier 3,Grocery Store
DRC49,9,LF,0,Soft Drinks,142,," 1,418,128.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDL15,18,Low Fat,0,Meat,153,," 1,525,682.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDN32,,Low Fat,0,Fruits and Vegetables,186,," 1,860,266.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
DRH59,,Low Fat,0,Hard Drinks,74,," 741,380.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCU29,8,Low Fat,0,Health and Hygiene,147,," 1,474,760.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDR37,,Regular,0,Breakfast,184,," 1,837,292.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDS14,7,Low Fat,0,Dairy,157,," 1,569,288.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDU02,,Low Fat,0,Dairy,227,," 2,272,352.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDJ08,11,Low Fat,0,Fruits and Vegetables,193,," 1,927,846.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCZ06,20,Low Fat,0,Household,254,," 2,538,698.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDO31,7,Regular,0,Fruits and Vegetables,81,," 813,960.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDH31,12,Regular,0,Meat,101,," 1,012,042.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDS58,9,Regular,0,Snack Foods,160,," 1,597,578.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCA53,,Low Fat,0,Health and Hygiene,49,," 489,034.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDF50,5,Low Fat,0,Canned,198,," 1,977,768.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCW42,18,Low Fat,0,Household,223,," 2,226,456.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCQ17,10,Low Fat,0,Health and Hygiene,156,," 1,561,630.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDK51,20,Low Fat,0,Dairy,264,," 2,640,884.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCW41,18,Low Fat,0,Health and Hygiene,157,," 1,571,604.00 ",OUT010,1998.00,,Tier 3,Grocery Store
NCR29,8,Low Fat,0,Health and Hygiene,55,," 549,930.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDB08,,Low Fat,0,Fruits and Vegetables,159,," 1,588,578.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDA40,,Regular,0,Frozen Foods,86,," 858,856.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDL14,8,Regular,0,Canned,158,," 1,576,972.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDB47,9,Low Fat,0,Snack Foods,207,," 2,074,612.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDO03,10,Regular,0,Meat,228,," 2,283,352.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRK13,,Low Fat,0,Soft Drinks,198,," 1,977,084.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDX13,8,Low Fat,0,Canned,248,," 2,483,092.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDF52,9,Low Fat,0,Frozen Foods,183,," 1,830,292.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDT11,6,Regular,0,Breads,188,," 1,884,556.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDB08,6,Low Fat,0,Fruits and Vegetables,160,," 1,601,578.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDQ28,14,Regular,0,Frozen Foods,156,," 1,556,656.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDD29,12,Low Fat,0,Frozen Foods,253,," 2,526,698.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCQ29,,Low Fat,0,Health and Hygiene,262,," 2,617,278.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCO02,11,Low Fat,0,Others,65,," 652,142.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDR56,16,Regular,0,Fruits and Vegetables,196,," 1,958,768.00 ",OUT010,1998.00,,Tier 3,Grocery Store
NCM54,18,Low Fat,0,Household,125,," 1,252,678.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDP51,14,Regular,0,Meat,117,," 1,168,124.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDT38,19,Low Fat,0,Dairy,85,," 847,566.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDZ20,16,Low Fat,0,Fruits and Vegetables,253,," 2,533,356.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDJ53,11,Low Fat,0,Frozen Foods,121,," 1,206,098.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDX13,8,Low Fat,0,Canned,249,," 2,492,092.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDP58,11,Low Fat,0,Snack Foods,220,," 2,204,482.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCK31,,Low Fat,0,Others,52,," 519,666.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDA35,15,Regular,0,Baking Goods,123,," 1,232,072.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDV37,13,Regular,0,Canned,199,," 1,987,426.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCO07,,Low Fat,0,Others,214,," 2,136,560.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDA20,7,Low Fat,0,Fruits and Vegetables,187,," 1,873,240.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDZ59,7,Regular,0,Baking Goods,168,," 1,684,500.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCY17,18,Low Fat,0,Health and Hygiene,45,," 449,086.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDQ28,14,Regular,0,Frozen Foods,153,," 1,531,656.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDV35,20,Low Fat,0,Breads,155,," 1,546,314.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDQ36,8,Regular,0,Baking Goods,35,," 352,848.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDD34,8,Low Fat,0,Snack Foods,163,," 1,631,210.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDK51,20,Low Fat,0,Dairy,265,," 2,650,884.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDV31,10,LF,0,Fruits and Vegetables,176,," 1,756,370.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDR04,7,Low Fat,0,Frozen Foods,96,," 959,068.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDR14,12,Low Fat,0,Dairy,56,," 555,298.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
DRC36,13,Regular,0,Soft Drinks,174,," 1,744,054.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDE39,,Low Fat,0,Dairy,121,," 1,206,782.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDP57,18,Low Fat,0,Snack Foods,104,," 1,043,990.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDE57,10,Low Fat,0,Fruits and Vegetables,141,," 1,412,154.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCN18,9,Low Fat,0,Household,111,," 1,114,544.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCQ05,11,Low Fat,0,Health and Hygiene,150,," 1,500,708.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDW47,15,LF,0,Breads,120,," 1,199,414.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDV46,18,Low Fat,0,Snack Foods,138,," 1,378,180.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCP29,8,Low Fat,0,Health and Hygiene,63,," 628,168.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDE09,9,Low Fat,0,Fruits and Vegetables,111,," 1,105,228.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCU06,,Low Fat,0,Household,230,," 2,298,010.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDT19,8,Regular,0,Fruits and Vegetables,174,," 1,737,080.00 ",OUT010,1998.00,,Tier 3,Grocery Store
DRF15,18,Low Fat,0,Dairy,152,," 1,522,340.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
DRI51,17,Low Fat,0,Dairy,170,," 1,702,764.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCX54,9,Low Fat,0,Household,104,," 1,042,622.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRE01,10,Low Fat,0,Soft Drinks,242,," 2,415,512.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCB07,19,Low Fat,0,Household,196,," 1,955,110.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDU50,6,Regular,0,Dairy,114,," 1,141,176.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDG40,14,Low Fat,0,Frozen Foods,34,," 341,558.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDW10,21,Low Fat,0,Snack Foods,176,," 1,756,370.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDX51,10,Regular,0,Meat,194,," 1,941,452.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCP17,19,Low Fat,0,Health and Hygiene,63,," 631,168.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDP21,7,reg,0,Snack Foods,188,," 1,877,872.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDL04,19,Low Fat,0,Frozen Foods,105,," 1,052,622.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDV23,11,Low Fat,0,Breads,123,," 1,231,046.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDF24,16,Regular,0,Baking Goods,81,," 811,934.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH56,,Regular,0,Fruits and Vegetables,114,," 1,138,492.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDB51,7,Low Fat,0,Dairy,62,," 615,852.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDI58,,Regular,0,Snack Foods,95,," 951,120.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDR20,20,Regular,0,Fruits and Vegetables,47,," 469,744.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDC51,11,Regular,0,Dairy,123,," 1,229,730.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDB16,,Low Fat,0,Dairy,86,," 862,198.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDE40,16,Regular,0,Dairy,61,," 605,194.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCM17,8,Low Fat,0,Health and Hygiene,44,," 437,086.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDU56,17,Low Fat,0,Fruits and Vegetables,185,," 1,853,266.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDS32,,Regular,0,Fruits and Vegetables,141,," 1,409,838.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDX02,16,Low Fat,0,Dairy,224,," 2,243,404.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDT39,,reg,0,Meat,153,," 1,527,366.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDE35,7,Regular,0,Starchy Foods,57,," 569,904.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCI42,,Low Fat,0,Household,210,," 2,101,954.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
DRL23,18,Low Fat,0,Hard Drinks,106,," 1,057,938.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDA10,20,Low Fat,0,Snack Foods,122,," 1,222,072.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDA11,8,Low Fat,0,Baking Goods,96,," 956,436.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCM06,7,low fat,0,Household,155,," 1,547,656.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCT05,11,Low Fat,0,Health and Hygiene,258,," 2,575,672.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCQ02,13,Low Fat,0,Household,186,," 1,862,556.00 ",OUT010,1998.00,,Tier 3,Grocery Store
NCY06,15,Low Fat,0,Household,130,," 1,296,968.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDY56,16,Regular,0,Fruits and Vegetables,225,," 2,247,062.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDL02,20,Regular,0,Canned,105,," 1,045,622.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCI06,11,LF,0,Household,178,," 1,783,660.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDQ14,9,Low Fat,0,Dairy,150,," 1,501,050.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDQ12,13,Low Fat,0,Baking Goods,228,," 2,283,010.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDP36,10,Regular,0,Baking Goods,49,," 486,008.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDK21,,Low Fat,0,Snack Foods,251,," 2,508,408.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDO40,17,Low Fat,0,Frozen Foods,148,," 1,478,392.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCK54,,low fat,0,Household,118,," 1,175,150.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDY09,16,Low Fat,0,Snack Foods,177,," 1,768,054.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCW30,5,Low Fat,0,Household,261,," 2,606,962.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCC55,,LF,0,Household,36,," 362,848.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDE58,19,Low Fat,0,Snack Foods,117,," 1,173,124.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDR39,20,Low Fat,0,Meat,184,," 1,844,292.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDU28,19,Regular,0,Frozen Foods,187,," 1,870,214.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDH08,8,Low Fat,0,Fruits and Vegetables,228,," 2,280,010.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDG35,21,Regular,0,Starchy Foods,175,," 1,754,738.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDG22,18,Regular,0,Snack Foods,35,," 352,190.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDC34,16,Regular,0,Snack Foods,157,," 1,567,972.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDP15,15,Low Fat,0,Meat,255,," 2,549,330.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDK34,13,Low Fat,0,Snack Foods,239,," 2,394,564.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDU45,16,Regular,0,Snack Foods,116,," 1,157,518.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDQ04,,LF,0,Frozen Foods,40,," 397,796.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDX22,7,Regular,0,Snack Foods,210,," 2,097,928.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDB45,21,Low Fat,0,Fruits and Vegetables,104,," 1,036,306.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCH43,,Low Fat,0,Household,217,," 2,171,192.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
DRE60,9,Low Fat,0,Soft Drinks,224,," 2,243,720.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDD17,,Low Fat,0,Frozen Foods,236,," 2,361,906.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCM54,18,Low Fat,0,Household,127,," 1,272,678.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCH55,16,Low Fat,0,Household,127,," 1,274,020.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCT06,17,Low Fat,0,Household,165,," 1,651,842.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDA48,,Low Fat,0,Baking Goods,222,," 2,215,114.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDY58,,Low Fat,0,Snack Foods,228,," 2,282,694.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDO25,6,Low Fat,0,Canned,211,," 2,113,270.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDN50,17,Regular,0,Canned,95,," 949,120.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDH35,18,Low Fat,0,Starchy Foods,165,," 1,649,526.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDK09,15,Low Fat,0,Snack Foods,227,," 2,274,352.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDO16,5,Low Fat,0,Frozen Foods,82,," 823,250.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDW11,13,Low Fat,0,Breads,64,," 637,194.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDU47,,Regular,0,Breads,140,," 1,403,838.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCQ42,20,Low Fat,0,Household,129,," 1,286,678.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDK55,,Low Fat,0,Meat,89,," 891,172.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDN08,8,Regular,0,Fruits and Vegetables,116,," 1,162,466.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDT57,15,Low Fat,0,Snack Foods,238,," 2,377,248.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDJ12,9,Regular,0,Baking Goods,208,," 2,075,296.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRL59,17,Low Fat,0,Hard Drinks,52,," 522,298.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCN53,5,Low Fat,0,Health and Hygiene,35,," 350,874.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDO51,7,Regular,0,Meat,44,," 439,112.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDK56,10,Low Fat,0,Fruits and Vegetables,188,," 1,883,898.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDY12,10,Regular,0,Baking Goods,52,," 523,008.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDU15,14,Regular,0,Meat,36,," 363,532.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDQ19,7,Regular,0,Fruits and Vegetables,243,," 2,428,512.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRF15,18,Low Fat,0,Dairy,154,," 1,541,340.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
DRE25,,Low Fat,0,Soft Drinks,92,," 921,120.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDK57,10,Low Fat,0,Snack Foods,119,," 1,191,440.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDD33,13,Low Fat,0,Fruits and Vegetables,232,," 2,316,642.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDR34,,Regular,0,Snack Foods,229,," 2,286,352.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDU04,8,Low Fat,0,Frozen Foods,121,," 1,212,414.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDE35,,Regular,0,Starchy Foods,60,," 604,904.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCD31,12,Low Fat,0,Household,163,," 1,627,526.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDJ56,9,LF,0,Fruits and Vegetables,100,," 1,000,700.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCU53,5,Low Fat,0,Health and Hygiene,165,," 1,645,842.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDD39,17,Low Fat,0,Dairy,215,," 2,149,850.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCU17,,Low Fat,0,Health and Hygiene,104,," 1,036,674.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDJ20,21,Regular,0,Fruits and Vegetables,123,," 1,232,388.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCW41,18,Low Fat,0,Health and Hygiene,157,," 1,569,604.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDL52,7,Regular,0,Frozen Foods,38,," 380,506.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDS39,7,Low Fat,0,Meat,141,," 1,412,812.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRJ47,18,Low Fat,0,Hard Drinks,174,," 1,739,080.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDP13,8,Regular,0,Canned,40,," 402,480.00 ",OUT010,1998.00,,Tier 3,Grocery Store
DRK39,7,LF,0,Dairy,82,," 824,250.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDF28,16,Regular,0,Frozen Foods,126,," 1,262,046.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDB09,16,Low Fat,0,Fruits and Vegetables,126,," 1,255,046.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDM51,12,Regular,0,Meat,100,," 999,674.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRM49,6,Regular,0,Soft Drinks,45,," 451,086.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRF23,5,Low Fat,0,Hard Drinks,176,," 1,761,396.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRH01,18,Low Fat,0,Soft Drinks,173,," 1,726,738.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDH12,,Low Fat,0,Baking Goods,107,," 1,071,280.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDA28,,Regular,0,Frozen Foods,125,," 1,248,362.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDW37,19,Low Fat,0,Canned,90,," 903,488.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDF02,16,Low Fat,0,Canned,104,," 1,037,990.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRL37,16,Low Fat,0,Soft Drinks,43,," 433,770.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCF43,9,low fat,0,Household,142,," 1,415,470.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH08,8,Low Fat,0,Fruits and Vegetables,228,," 2,282,010.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDR34,,Regular,0,Snack Foods,229,," 2,294,352.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCK19,10,LF,0,Others,195,," 1,950,478.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCD55,14,Low Fat,0,Household,43,," 426,454.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDT27,11,Regular,0,Meat,234,," 2,337,616.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDQ57,7,Low Fat,0,Snack Foods,147,," 1,469,760.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDA47,11,Regular,0,Baking Goods,162,," 1,624,210.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
