Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
37,NULL,522554.04,1,66.41,3.236,217.1812533,7.716
37,NULL,451327.61,1,48.26,3.129,218.2302364,7.716
37,2012-10-02 00:00:00.000,527041.46,1,54.49,3.409,218.9551002,7.244
37,2012-07-09 00:00:00.000,526838.14,1,84.19,3.73,221.1181142,6.623
38,2010-12-02 00:00:00.000,342214.9,1,47.87,2.946,126.4962581,13.975
38,2010-10-09 00:00:00.000,336227.69,1,83.63,3.044,126.1145806,14.18
38,NULL,360857.98,1,47.66,3.162,126.6692667,14.313
38,NULL,303908.81,1,45.64,3.148,127.0876774,14.313
38,2011-11-02 00:00:00.000,377672.46,1,51.3,3.381,127.859129,14.021
38,2011-09-09 00:00:00.000,397771.68,1,88,3.913,129.3686129,13.503
38,NULL,393715.71,1,53.25,3.622,129.8364,12.89
38,NULL,342667.35,1,44.64,3.428,130.0710323,12.89
38,2012-10-02 00:00:00.000,469787.38,1,52.27,3.722,130.3849032,12.187
38,2012-07-09 00:00:00.000,490274.82,1,88.52,4.124,130.9325484,10.926
39,2010-12-02 00:00:00.000,1266229.07,1,44.58,2.548,209.9970208,8.554
39,2010-10-09 00:00:00.000,1279666.47,1,79.94,2.565,210.2641156,8.36
39,NULL,2149355.2,1,67.75,2.735,210.5152765,8.476
39,NULL,1230012.16,1,52.45,2.943,210.182398,8.476
39,2011-11-02 00:00:00.000,1227893.89,1,40.34,3.022,211.6985093,8.395
39,2011-09-09 00:00:00.000,1429345.86,1,79.15,3.546,214.6155376,8.177
39,NULL,2338832.4,1,66.36,3.236,217.1812533,7.716
39,NULL,1537139.56,1,47.6,3.129,218.2302364,7.716
39,2012-10-02 00:00:00.000,1442988.44,1,52.89,3.409,218.9551002,7.244
39,2012-07-09 00:00:00.000,1609811.75,1,83.71,3.73,221.1181142,6.623
40,2010-12-02 00:00:00.000,955338.29,1,20.84,2.771,131.5866129,5.892
40,2010-10-09 00:00:00.000,967310.82,1,62.75,2.717,132.7564516,5.326
40,NULL,1166142.85,1,32.94,3.07,132.8369333,5.287
40,NULL,811318.3,1,19.29,3.177,132.8150323,5.287
40,2011-11-02 00:00:00.000,931939.52,1,16.87,3.255,133.260871,5.114
40,2011-09-09 00:00:00.000,1021391.99,1,64.83,3.809,136.2745806,4.584
40,NULL,1230011.95,1,32.76,3.536,136.4788,4.42
40,NULL,908853.15,1,18.75,3.402,136.6432581,4.42
40,2012-10-02 00:00:00.000,999785.48,1,23.92,3.655,137.1666774,4.261
40,2012-07-09 00:00:00.000,1088248.4,1,65.06,3.921,138.4729355,4.156
41,2010-12-02 00:00:00.000,1075656.34,1,23.04,2.572,189.4642725,7.541
41,2010-10-09 00:00:00.000,1172672.27,1,63.3,2.78,190.3958293,7.335
41,NULL,1866681.57,1,25.3,2.742,191.0121805,7.508
41,NULL,1001790.16,1,25.19,2.829,191.2557002,7.508
41,2011-11-02 00:00:00.000,1150003.36,1,16.81,3.037,191.8572881,7.241
41,2011-09-09 00:00:00.000,1280958.97,1,58.31,3.566,194.6387853,6.901
41,NULL,1906713.35,1,36.37,3.424,195.7704,6.759
41,NULL,1264014.16,1,34.12,3.119,196.3586101,6.759
41,2012-10-02 00:00:00.000,1238844.56,1,22,3.103,196.9195056,6.589
41,2012-07-09 00:00:00.000,1392143.82,1,67.41,3.596,198.0950484,6.432
42,2010-12-02 00:00:00.000,575709.96,1,49.96,2.828,126.4962581,9.765
42,2010-10-09 00:00:00.000,589091.04,1,84.04,2.961,126.1145806,9.199
42,NULL,522296.71,1,55.33,3.162,126.6692667,9.003
42,NULL,428953.6,1,49.67,3.148,127.0876774,9.003
42,2011-11-02 00:00:00.000,628063.88,1,51.51,3.381,127.859129,8.744
42,2011-09-09 00:00:00.000,608390.94,1,89.06,3.771,129.3686129,8.257
42,NULL,577698.37,1,60.68,3.76,129.8364,7.874
42,NULL,454412.28,1,48.92,3.428,130.0710323,7.874
42,2012-10-02 00:00:00.000,674919.45,1,55.73,3.722,130.3849032,7.545
42,2012-07-09 00:00:00.000,617405.35,1,83.07,4.124,130.9325484,7.17
43,2010-12-02 00:00:00.000,682918.99,1,47.99,2.548,203.2010968,9.521
43,2010-10-09 00:00:00.000,722120.04,1,81.32,2.565,203.4214677,9.816
43,NULL,633520.34,1,54.76,2.735,203.6952786,10.21
43,NULL,534740.3,1,48.61,2.943,203.4176843,10.21
43,2011-11-02 00:00:00.000,635650.98,1,40.65,3.022,204.873871,10.398
43,2011-09-09 00:00:00.000,649128.23,1,79.29,3.546,207.6833894,10.641
43,NULL,669965.22,1,55.7,3.236,210.0888571,10.148
43,NULL,505405.85,1,41.83,3.129,211.0740553,10.148
43,2012-10-02 00:00:00.000,662198.65,1,46.54,3.409,211.7644101,9.653
43,2012-07-09 00:00:00.000,663814.18,1,84.99,3.73,213.7990991,9.285
44,2010-12-02 00:00:00.000,286857.13,1,33.16,2.671,126.4962581,8.119
44,2010-10-09 00:00:00.000,283455.13,1,65.74,2.87,126.1145806,7.804
44,NULL,307646.5,1,28.22,2.83,126.6692667,7.61
44,NULL,241937.11,1,26.79,2.868,127.0876774,7.61
44,2011-11-02 00:00:00.000,307486.73,1,30.83,3.034,127.859129,7.224
44,2011-09-09 00:00:00.000,295811.25,1,70.19,3.619,129.3686129,6.56
44,NULL,309129.01,1,38.89,3.445,129.8364,6.078
44,NULL,263917.85,1,31.53,3.119,130.0710323,6.078
44,2012-10-02 00:00:00.000,325377.97,1,33.73,3.116,130.3849032,5.774
44,2012-07-09 00:00:00.000,338737.33,1,70.65,3.689,130.9325484,5.407
45,2010-12-02 00:00:00.000,656988.64,1,27.73,2.773,181.982317,8.992
45,2010-10-09 00:00:00.000,721460.22,1,70.87,2.699,182.598178,8.743
45,NULL,1182500.16,1,46.15,3.039,182.7832769,8.724
45,NULL,679156.2,1,29.67,3.179,182.5714479,8.724
45,2011-11-02 00:00:00.000,766456,1,30.3,3.239,183.7016129,8.549
45,2011-09-09 00:00:00.000,746129.56,1,71.48,3.738,186.6737376,8.625
45,NULL,1170672.94,1,48.71,3.492,188.3504,8.523
45,NULL,869403.63,1,37.79,3.389,189.0620155,8.523
45,2012-10-02 00:00:00.000,803657.12,1,37,3.64,189.7076048,8.424
45,2012-07-09 00:00:00.000,766512.66,1,75.7,3.911,191.5776756,8.684
